,allocation_category,amount,location_code,fiscal_year
6146,TL Instructional Leadership Framework,"$ 19,097",K375,2020
6147,TL MOSL,"$ 1,500",K375,2020
6148,TL NYSTL Hardware,"$ 3,059",K375,2020
6149,TL NYSTL Library Books,"$ 1,876",K375,2020
6150,TL NYSTL Software,"$ 3,026",K375,2020
6151,TL NYSTL Textbooks,"$ 6,333",K375,2020
6152,TL Parent Coordinator,"$ 43,589",K375,2020
6153,TL Parent Coordinator OTPS,$ 500,K375,2020
6154,TL Physical Education Initiative - Cohort 1,"$ 70,084",K375,2020
6155,TL Pre-K Medicaid Speech Providers,"$ 96,693",K375,2020
6156,TL RS IEP Para,"$ 317,910",K375,2020
6157,TL RS IEP Teacher,"$ 93,445",K375,2020
6158,TL RS Mandated Counseling Shared,"$ 62,329",K375,2020
6159,TL RS Mandated Speech Shared,"$ 276,629",K375,2020
6160,TL RS Occupational Therapist PS Shared,"$ 77,181",K375,2020
6161,TL RS Speech Sixth Period Coverage,"$ 7,787",K375,2020
6162,TL SBST Shared,"$ 134,025",K375,2020
6163,TL Section 504,"$ 38,197",K375,2020
6164,TL Summer in the City Shared,"$ 8,273",K375,2020
6165,TL Translation Services,"$ 1,060",K375,2020
6166,TL Wellness Support,$ 378,K375,2020
6167,4K for All,"$ 669,510",K375,2019
6168,AIDP,"$ 19,240",K375,2019
6169,Contract for Excellence FY 09,"$ 187,052",K375,2019
6170,IDEA RS IEP Para,"$ 200,685",K375,2019
6171,IDEA SBST Shared,"$ 140,158",K375,2019
6172,School Support Supplement,"$ 142,044",K375,2019
6173,Sequester Aid IDEA RS IEP Paras,"$ 21,442",K375,2019
6174,Sequester/2010 Census Title I SWP,"$ 10,510",K375,2019
6175,Sequester/2010 Census Title IIA,"$ 11,703",K375,2019
6176,Title I SWP,"$ 306,552",K375,2019
6177,Title I SWP Parent and Family Engagement,"$ 3,096",K375,2019
6178,Title I SWP Translation Services,"$ 1,847",K375,2019
6179,Title IIA Supplemental,"$ 35,328",K375,2019
6180,Title III Immigrant,"$ 6,654",K375,2019
6181,Title III LEP,"$ 12,366",K375,2019
6182,TL Arts Studio,$ 850,K375,2019
6183,TL CB Per Session Per Diem Prep,$ 218,K375,2019
6184,TL CB School Staff,"$ 70,079",K375,2019
6185,TL CB School Staff PK,"$ 6,316",K375,2019
6186,TL CB School Staff Related Services,"$ 2,957",K375,2019
6187,TL Computer Maintenance,"$ 6,741",K375,2019
6188,TL Core Curriculum Support,"$ 1,001",K375,2019
6189,TL ELA/Math Student Support,"$ 13,384",K375,2019
6190,TL Fair Student Funding,"$ 2,242,645",K375,2019
6191,TL FSF Floor Raise,"$ 53,425",K375,2019
6192,TL GE CB School Staff,"$ 24,873",K375,2019
6193,TL MOSL,"$ 1,500",K375,2019
6194,TL NYSTL Hardware,"$ 3,622",K375,2019
6195,TL NYSTL Library Books,"$ 2,243",K375,2019
6196,TL NYSTL Software,"$ 3,622",K375,2019
6197,TL Parent Coordinator,"$ 40,929",K375,2019
6198,TL Parent Coordinator OTPS,$ 500,K375,2019
6199,TL Physical Education Initiative - Cohort 1,"$ 92,236",K375,2019
6200,TL Physical Education Initiative Support,$ 740,K375,2019
6201,TL RS IEP Para,"$ 512,317",K375,2019
6202,TL RS IEP Teacher,"$ 92,236",K375,2019
6203,TL RS Mandated Counseling Shared,"$ 62,486",K375,2019
6204,TL RS Mandated Speech Shared,"$ 280,911",K375,2019
6205,TL RS Occupational Therapist PS Shared,"$ 75,145",K375,2019
6206,TL RS Speech Sixth Period Coverage,"$ 21,575",K375,2019
6207,TL SBST Shared,"$ 128,785",K375,2019
6208,TL School Incentive 2019,"$ 23,059",K375,2019
6209,TL SE CB School Staff,"$ 26,613",K375,2019
6210,TL Strong Schools Strong Communities,"$ 16,000",K375,2019
6211,TL Summer in the City Shared,"$ 3,243",K375,2019
6212,TL Summer in the City Support Shared,"$ 14,199",K375,2019
6213,TL Translation Services,"$ 1,085",K375,2019
6214,TL Vision for School Improvement,"$ 19,097",K375,2019
6215,AIDP,"$ 19,434",K375,2018
6216,Contract for Excellence FY 09,"$ 187,052",K375,2018
6217,IDEA RS IEP Para,"$ 188,311",K375,2018
6218,IDEA SBST Shared,"$ 71,638",K375,2018
6219,Pre-K,"$ 152,331",K375,2018
6220,Pre-K Plus,"$ 175,000",K375,2018
6221,School Support Supplement,"$ 139,571",K375,2018
6222,Sequester Aid IDEA RS IEP Paras,"$ 23,570",K375,2018
6223,Sequester/2010 Census Title I SWP,"$ 11,858",K375,2018
6224,Sequester/2010 Census Title IIA,"$ 12,847",K375,2018
6225,Title I SWP,"$ 334,038",K375,2018
6226,Title I SWP Parent Involvement,"$ 3,374",K375,2018
6227,Title I SWP Translation Services,"$ 2,042",K375,2018
6228,Title IIA Supplemental,"$ 48,808",K375,2018
6229,Title III Immigrant,"$ 4,415",K375,2018
6230,Title III LEP,"$ 14,286",K375,2018
6231,TL Arts Studio,"$ 1,165",K375,2018
6232,TL CB School Staff,"$ 66,702",K375,2018
6233,TL Computer Maintenance,"$ 1,828",K375,2018
6234,TL Core Curriculum Support,$ 572,K375,2018
6235,TL ELA/Math Student Support,"$ 17,127",K375,2018
6236,TL Fair Student Funding,"$ 2,473,940",K375,2018
6237,TL Learning Partners Program,"$ 15,000",K375,2018
6238,TL Learning Partners Program Support,"$ 10,000",K375,2018
6239,TL MOSL,"$ 1,500",K375,2018
6240,TL NYSTL Library Books,"$ 2,485",K375,2018
6241,TL NYSTL Textbooks,"$ 28,379",K375,2018
6242,TL Parent Coordinator,"$ 35,743",K375,2018
6243,TL Parent Coordinator OTPS,$ 500,K375,2018
6244,TL Potential Mid Year Adj to be Repaid,"$ 28,872",K375,2018
6245,TL RS IEP Para,"$ 550,576",K375,2018
6246,TL RS IEP Teacher,"$ 88,176",K375,2018
6247,TL RS Mandated Counseling Shared,"$ 67,182",K375,2018
6248,TL RS Mandated Speech Shared,"$ 270,498",K375,2018
6249,TL RS Occupational Therapist PS Shared,"$ 72,148",K375,2018
6250,TL RS Speech Sixth Period Coverage,"$ 17,406",K375,2018
6251,TL SBST Shared,"$ 168,095",K375,2018
6252,TL School Incentive 2019,"$ 44,088",K375,2018
6253,TL Strong Schools Strong Communities,"$ 16,000",K375,2018
6254,TL Summer in the City Shared,"$ 7,889",K375,2018
6255,TL Terminal and Paid Leaves,$ 697,K375,2018
6256,TL Translation Services,"$ 1,199",K375,2018
6257,TL Vision for School Improvement,"$ 19,097",K375,2018
6258,Universal PreK Quality Full-Day,"$ 205,776",K375,2018
6259,Universal PreK Quality Full-Day Plus,"$ 102,888",K375,2018
6260,ARPA Academic Recovery,"$ 87,563",K354,2022
6261,ARPA Academic Recovery AP Summer Rising,"$ 35,980",K354,2022
6262,ARPA Academic Recovery Arts,"$ 21,891",K354,2022
6263,ARPA Academic Recovery Arts Summer Rising,"$ 25,000",K354,2022
6264,ARPA Academic Recovery CBO Support Summer Rising,"$ 44,886",K354,2022
6265,ARPA Academic Recovery Para Summer Rising,"$ 6,621",K354,2022
6266,ARPA Academic Recovery SE After-School Instruction,"$ 38,390",K354,2022
6267,ARPA Academic Recovery SE Counseling,"$ 3,032",K354,2022
6268,ARPA Academic Recovery SE Intervention Training,"$ 2,363",K354,2022
6269,ARPA Academic Recovery SE Planning Prep,"$ 3,974",K354,2022
6270,ARPA Academic Recovery SE RS Related Services,"$ 10,440",K354,2022
6271,ARPA Academic Recovery SE Support Summer Rising,"$ 6,859",K354,2022
6272,ARPA Election Day Remote Planning,"$ 3,194",K354,2022
6273,ARPA LA Initial Register Relief,"$ 70,951",K354,2022
6274,ARPA LA MYA Register Relief,"$ 335,490",K354,2022
6275,ARPA School COVID Planning Expansion,"$ 13,048",K354,2022
6276,ARPA Vaccine Policy Coverage,"$ 9,251",K354,2022
6277,Contract for Excellence FY 09,"$ 80,514",K354,2022
6278,CRRSA Computer Maintenance,$ 618,K354,2022
6279,CRRSA CRSE Arts Studio,$ 642,K354,2022
6280,CRRSA Restoration Arts Studio,"$ 1,628",K354,2022
6281,CRRSA School Wellness,$ 722,K354,2022
6282,CRRSA SHSAT,$ 280,K354,2022
6283,CRRSA Situation Room,"$ 4,783",K354,2022
6284,Extended Learning Time SM 41,"$ 617,101",K354,2022
6285,High Need Support for Title I,"$ 8,710",K354,2022
6286,High Need Support for Title I STH,"$ 1,403",K354,2022
6287,IDEA RS IEP Para,"$ 61,026",K354,2022
6288,IDEA SBST Shared,"$ 154,225",K354,2022
6289,Rollover Smart Schools Bond Act,"$ 13,068",K354,2022
6290,State Misc 03-Empire State Afterschl Prog /Round 1,"$ 10,800",K354,2022
6291,Title I SWP,"$ 249,598",K354,2022
6292,Title I SWP Carry Over,"$ 34,646",K354,2022
6293,Title I SWP Carry Over Parent and Family Engage,"$ 1,405",K354,2022
6294,Title I SWP Parent and Family Engagement,"$ 2,496",K354,2022
6295,Title I SWP STH,"$ 40,198",K354,2022
6296,Title I SWP Translation Services,"$ 1,850",K354,2022
6297,Title IV Fall Reopening Planning Grant,"$ 5,748",K354,2022
6298,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179",K354,2022
6299,Title IV Well Rounded ELA Math Support,"$ 4,462",K354,2022
6300,TL CB School Staff,"$ 172,245",K354,2022
6301,TL Civics for All,"$ 2,750",K354,2022
6302,TL Computer Maintenance,"$ 3,005",K354,2022
6303,TL COVID Register Relief,"$ 3,343",K354,2022
6304,TL CRRSA COVID MYA Register Relief,"$ 94,626",K354,2022
6305,TL CRRSA Surplus Rollover,"$ 23,256",K354,2022
6306,TL ELA/Math Student Support,"$ 12,917",K354,2022
6307,TL Fair Student Funding,"$ 2,493,018",K354,2022
6308,TL FSF Post-IEP Support,"$ 1,014",K354,2022
6309,TL HEW School Wellness Council,$ 278,K354,2022
6310,TL MOSL,"$ 1,500",K354,2022
6311,TL NYSTL Hardware,"$ 3,456",K354,2022
6312,TL NYSTL Library Books,"$ 2,022",K354,2022
6313,TL NYSTL Software,"$ 3,178",K354,2022
6314,TL NYSTL Textbooks,"$ 18,750",K354,2022
6315,TL Parent Coordinator,"$ 38,235",K354,2022
6316,TL Parent Coordinator OTPS,$ 500,K354,2022
6317,TL RS IEP Para,"$ 171,126",K354,2022
6318,TL RS Mandated Counseling Shared,"$ 47,943",K354,2022
6319,TL RS Mandated Speech Shared,"$ 103,083",K354,2022
6320,TL RS Speech Sixth Period Coverage,"$ 13,295",K354,2022
6321,TL SBST Shared,"$ 30,267",K354,2022
6322,TL Situation Room,$ 565,K354,2022
6323,TL Specialized Admissions,"$ 1,684",K354,2022
6324,TL Summer Rising Shared,"$ 29,634",K354,2022
6325,TL Summer Rising Support Shared,"$ 2,927",K354,2022
6326,TL Translation Services,"$ 1,297",K354,2022
6327,Contract for Excellence FY 09,"$ 80,514",K354,2021
6328,High Need Support for Title I,"$ 9,995",K354,2021
6329,IDEA RS IEP Para,"$ 86,929",K354,2021
6330,IDEA SBST Shared,"$ 147,128",K354,2021
6331,Rollover State Misc 03 - Empire State After Schl P,"$ 5,749",K354,2021
6332,State Misc 03 - Empire State After School Program,"$ 8,350",K354,2021
6333,Title I STH,"$ 3,400",K354,2021
6334,Title I STH Carry Over,"$ 3,400",K354,2021
6335,Title I SWP,"$ 286,681",K354,2021
6336,Title I SWP Carry Over,"$ 42,501",K354,2021
6337,Title I SWP Parent and Family Engagement,"$ 5,317",K354,2021
6338,Title I SWP Summer in the City,"$ 3,625",K354,2021
6339,Title I SWP Translation Services,"$ 1,886",K354,2021
6340,Title III Summer in the City MLL Support,"$ 11,767",K354,2021
6341,Title IV Summer Rising Reopening Planning,"$ 2,397",K354,2021
6342,Title IV Well Rounded ELA Math Support,"$ 4,967",K354,2021
6343,TL Arts Studio,"$ 1,120",K354,2021
6344,TL CB School Staff,"$ 49,055",K354,2021
6345,TL Champs,"$ 3,133",K354,2021
6346,TL Computer Maintenance,"$ 2,277",K354,2021
6347,TL Covid MY Register Loss Restoration,"$ 74,294",K354,2021
6348,TL CRRSA COVID MYA Register Loss Restoration,"$ 222,880",K354,2021
6349,TL CRRSA COVID Teacher Support,"$ 46,059",K354,2021
6350,TL ELA/Math Student Support,"$ 13,906",K354,2021
6351,TL Fair Student Funding,"$ 2,800,642",K354,2021
6352,TL FSF Post-IEP Support,$ 993,K354,2021
6353,TL FSF School to School Transfers Shared,"$ 10,000",K354,2021
6354,TL HEW School Wellness Council,"$ 2,500",K354,2021
6355,TL Implicit Bias Awareness,"$ 1,437",K354,2021
6356,TL Instructional Leadership Framework,"$ 18,938",K354,2021
6357,TL NYSTL Hardware,"$ 4,028",K354,2021
6358,TL NYSTL Library Books,"$ 2,316",K354,2021
6359,TL NYSTL Software,"$ 3,715",K354,2021
6360,TL NYSTL Textbooks,"$ 21,518",K354,2021
6361,TL Parent Coordinator,"$ 38,235",K354,2021
6362,TL Parent Coordinator OTPS,$ 500,K354,2021
6363,TL Periodic Assessment,"$ 1,500",K354,2021
6364,TL RS IEP Para,"$ 150,402",K354,2021
6365,TL RS Mandated Counseling Shared,"$ 39,328",K354,2021
6366,TL RS Mandated Speech Shared,"$ 99,109",K354,2021
6367,TL SBST Shared,"$ 29,662",K354,2021
6368,TL School COVID Planning Supplement,"$ 4,946",K354,2021
6369,TL School to School Summer Transfers Shared,"$ 66,811",K354,2021
6370,TL Specialized Admissions,"$ 2,008",K354,2021
6371,TL Summer in the City Shared,"$ 10,460",K354,2021
6372,TL Summer in the City Support Shared,"$ 7,003",K354,2021
6373,TL Summer in the City SWD Support,"$ 20,949",K354,2021
6374,TL Translation Services,"$ 1,321",K354,2021
6375,Contract for Excellence FY 09,"$ 80,514",K354,2020
6376,Extended Learning Time 08641,"$ 527,650",K354,2020
6377,High Need Support for Title I,"$ 7,916",K354,2020
6378,IDEA RS IEP Para,"$ 110,034",K354,2020
6379,IDEA SBST Shared,"$ 145,632",K354,2020
6380,State Misc 03 - Empire State After School Program,"$ 2,334",K354,2020
6381,Title I SWP,"$ 236,292",K354,2020
6382,Title I SWP Parent and Family Engagement,"$ 2,387",K354,2020
6383,Title I SWP Translation Services,"$ 1,788",K354,2020
6384,TL Arts Studio,"$ 1,730",K354,2020
6385,TL CB School Staff,"$ 49,432",K354,2020
6386,TL Computer Maintenance,"$ 2,277",K354,2020
6387,TL Continuous Improvement,"$ 16,000",K354,2020
6388,TL E&E MS College Access OTPS,"$ 17,189",K354,2020
6389,TL E&E MS College Access PS,"$ 4,639",K354,2020
6390,TL ELA/Math Student Support,"$ 11,712",K354,2020
6391,TL Fair Student Funding,"$ 2,962,252",K354,2020
6392,TL FSF Post-IEP Support,$ 493,K354,2020
6393,TL Instructional Leadership Framework,"$ 19,097",K354,2020
6394,TL Learning and Practicing Tolerance,"$ 2,545",K354,2020
6395,TL MOSL,"$ 1,500",K354,2020
6396,TL MS Task Force,"$ 8,600",K354,2020
6397,TL NYSTL Hardware,"$ 2,969",K354,2020
6398,TL NYSTL Library Books,"$ 1,820",K354,2020
6399,TL NYSTL Software,"$ 2,936",K354,2020
6400,TL NYSTL Textbooks,"$ 8,465",K354,2020
6401,TL Parent Coordinator,"$ 37,878",K354,2020
6402,TL Parent Coordinator OTPS,$ 500,K354,2020
6403,TL Prior Year Encumbrance,$ 500,K354,2020
6404,TL RS IEP Para,"$ 266,493",K354,2020
6405,TL RS Mandated Counseling Shared,"$ 37,657",K354,2020
6406,TL RS Mandated Speech Shared,"$ 96,693",K354,2020
6407,TL SBST Shared,"$ 26,100",K354,2020
6408,TL SE Transitional Funding,"$ 48,315",K354,2020
6409,TL SHSAT Test Prep,"$ 5,465",K354,2020
6410,TL Summer in the City Community Schools,"$ 37,180",K354,2020
6411,TL Summer in the City Shared,"$ 8,027",K354,2020
6412,TL Translation Services,"$ 1,050",K354,2020
6413,Contract for Excellence FY 09,"$ 90,049",K354,2019
6414,Extended Learning Time 98641,"$ 379,906",K354,2019
6415,IDEA RS IEP Para,"$ 84,596",K354,2019
6416,IDEA SBST Shared,"$ 140,158",K354,2019
6417,Private Grant 31,"$ 2,000",K354,2019
6418,Rollover PROSE Grant Collapsed Previous FYs 82990,$ 125,K354,2019
6419,Sequester Aid IDEA RS IEP Paras,"$ 10,578",K354,2019
6420,Sequester/2010 Census Title I SWP,"$ 7,512",K354,2019
6421,State Misc 03 -Empire State After School,"$ 8,250",K354,2019
6422,Title I SWP,"$ 219,103",K354,2019
6423,Title I SWP Parent and Family Engagement,"$ 2,213",K354,2019
6424,Title I SWP Translation Services,"$ 1,671",K354,2019
6425,TL Arts Studio,"$ 1,700",K354,2019
6426,TL CB Per Session Per Diem Prep,$ 977,K354,2019
6427,TL CB School Staff,"$ 38,728",K354,2019
6428,TL CB School Staff Related Services,$ 885,K354,2019
6429,TL Computer Maintenance,"$ 2,479",K354,2019
6430,TL Deferred Program Planning Initiative,"$ 20,412",K354,2019
6431,TL E&E MS College Access OTPS,"$ 10,976",K354,2019
6432,TL E&E MS College Access PS,"$ 4,603",K354,2019
6433,TL ELA/Math Student Support,"$ 9,565",K354,2019
6434,TL Fair Student Funding,"$ 2,416,616",K354,2019
6435,TL GE CB School Staff,"$ 25,016",K354,2019
6436,TL Long Term Absence,"$ 4,812",K354,2019
6437,TL MOSL,"$ 1,500",K354,2019
6438,TL MS Task Force,"$ 12,300",K354,2019
6439,TL NYSTL Hardware,"$ 2,674",K354,2019
6440,TL NYSTL Library Books,"$ 1,570",K354,2019
6441,TL NYSTL Software,"$ 2,570",K354,2019
6442,TL NYSTL Textbooks,"$ 14,598",K354,2019
6443,TL Parent Coordinator,"$ 35,592",K354,2019
6444,TL Parent Coordinator OTPS,$ 500,K354,2019
6445,TL Potential Mid Year Adj to be Repaid,"$ 41,256",K354,2019
6446,TL RS IEP Para,"$ 368,874",K354,2019
6447,TL RS Mandated Counseling Shared,"$ 37,491",K354,2019
6448,TL RS Mandated Speech Shared,"$ 93,637",K354,2019
6449,TL SBST Shared,"$ 24,924",K354,2019
6450,TL SE CB School Staff,"$ 16,439",K354,2019
6451,TL SE Transitional Funding,"$ 60,043",K354,2019
6452,TL SHSAT Test Prep,"$ 8,142",K354,2019
6453,TL Strong Schools Strong Communities,"$ 16,000",K354,2019
6454,TL Summer in the City Shared,"$ 4,302",K354,2019
6455,TL Time and Attendance,"$ 5,000",K354,2019
6456,TL Translation Services,$ 981,K354,2019
6457,TL Vision for School Improvement,"$ 19,097",K354,2019
6458,Contract for Excellence FY 09,"$ 101,300",K354,2018
6459,Extended Learning Time 88640,"$ 301,388",K354,2018
6460,IDEA RS IEP Para,"$ 150,310",K354,2018
6461,IDEA SBST Shared,"$ 71,638",K354,2018
6462,Sequester Aid IDEA RS IEP Paras,"$ 8,606",K354,2018
6463,Sequester/2010 Census Title I SWP,"$ 6,116",K354,2018
6464,State Misc 03 -Empire State After School,"$ 9,931",K354,2018
6465,Title I SWP,"$ 172,283",K354,2018
6466,Title I SWP Parent Involvement,"$ 1,740",K354,2018
6467,Title I SWP Translation Services,"$ 1,686",K354,2018
6468,TL Arts Studio,"$ 1,165",K354,2018
6469,TL CB School Staff,"$ 53,277",K354,2018
6470,TL Computer Maintenance,"$ 9,543",K354,2018
6471,TL Deferred Program Planning Initiative,"$ 17,820",K354,2018
6472,TL E&E MS College Access,"$ 15,712",K354,2018
6473,TL ELA/Math Student Support,"$ 7,940",K354,2018
6474,TL Fair Student Funding,"$ 2,188,271",K354,2018
6475,TL Middle School Arts Matter OTPS,"$ 3,700",K354,2018
6476,TL Middle School Arts Matter Teachers,"$ 19,314",K354,2018
6477,TL MOSL,"$ 1,500",K354,2018
6478,TL MS Task Force,"$ 12,300",K354,2018
6479,TL New Principal Support,"$ 25,000",K354,2018
6480,TL NYSTL Hardware,"$ 2,374",K354,2018
6481,TL NYSTL Library Books,"$ 1,353",K354,2018
6482,TL NYSTL Software,"$ 2,220",K354,2018
6483,TL NYSTL Textbooks,"$ 12,604",K354,2018
6484,TL Parent Coordinator,"$ 35,592",K354,2018
6485,TL Parent Coordinator OTPS,$ 500,K354,2018
6486,TL RS IEP Para,"$ 254,929",K354,2018
6487,TL RS Mandated Counseling Shared,"$ 44,388",K354,2018
6488,TL RS Mandated Speech Shared,"$ 90,166",K354,2018
6489,TL RS Speech Sixth Period Coverage,"$ 12,851",K354,2018
6490,TL Salary Subsidy 2018,"$ 17,249",K354,2018
6491,TL SBST Shared,"$ 69,790",K354,2018
6492,TL SE Transitional Funding,"$ 96,279",K354,2018
6493,TL SHSAT Test Prep,"$ 2,749",K354,2018
6494,TL Strong Schools Strong Communities,"$ 16,000",K354,2018
6495,TL Summer in the City Shared,"$ 7,408",K354,2018
6496,TL Translation Services,$ 990,K354,2018
6497,TL Vision for School Improvement,"$ 19,097",K354,2018
6498,ARPA Academic Recovery,"$ 60,000",K353,2022
6499,ARPA Academic Recovery AP Summer Rising,"$ 17,990",K353,2022
6500,ARPA Academic Recovery Arts,"$ 15,000",K353,2022
6501,ARPA Academic Recovery SE After-School Instruction,"$ 17,718",K353,2022
6502,ARPA Academic Recovery SE Counseling,"$ 1,213",K353,2022
6503,ARPA Academic Recovery SE Intervention Training,"$ 2,363",K353,2022
6504,ARPA Academic Recovery SE Planning Prep,"$ 1,834",K353,2022
6505,ARPA Academic Recovery SE RS Related Services,"$ 5,394",K353,2022
6506,ARPA COVID Staffing Support,"$ 89,820",K353,2022
6507,ARPA Election Day Remote Planning,"$ 3,194",K353,2022
6508,ARPA LA Initial Register Relief,"$ 18,128",K353,2022
6509,ARPA School COVID Planning Expansion,"$ 9,828",K353,2022
6510,CDC Comprehensive HIV Prevention 28507,$ 500,K353,2022
6511,Contract for Excellence FY 09,"$ 88,382",K353,2022
6512,CRRSA Computer Maintenance,$ 562,K353,2022
6513,CRRSA CRSE Arts Studio,$ 321,K353,2022
6514,CRRSA Restoration Arts Studio,$ 814,K353,2022
6515,CRRSA School Wellness,"$ 3,608",K353,2022
6516,CRRSA SHSAT,$ 176,K353,2022
6517,CRRSA Situation Room,"$ 1,025",K353,2022
6518,High Need Support for Title I,"$ 4,175",K353,2022
6519,High Need Support for Title I STH,$ 555,K353,2022
6520,IDEA RS IEP Para,"$ 15,090",K353,2022
6521,Rollover Smart Schools Bond Act,"$ 8,017",K353,2022
6522,Title I SWP,"$ 119,658",K353,2022
6523,Title I SWP Carry Over,"$ 16,609",K353,2022
6524,Title I SWP Carry Over Parent and Family Engage,$ 674,K353,2022
6525,Title I SWP Parent and Family Engagement,"$ 1,197",K353,2022
6526,Title I SWP STH,"$ 15,892",K353,2022
6527,Title I SWP Translation Services,"$ 1,472",K353,2022
6528,Title IV Fall Reopening Planning Grant,"$ 4,390",K353,2022
6529,Title IV Well Rounded ELA Math Support,"$ 3,010",K353,2022
6530,TL Broadway Junior Arts Supplement,"$ 5,000",K353,2022
6531,TL Broadway Junior Arts Supplement OTPS,"$ 2,500",K353,2022
6532,TL CB School Staff,"$ 63,323",K353,2022
6533,TL Computer Maintenance,"$ 2,732",K353,2022
6534,TL CRRSA FSF Floor Raise,"$ 35,759",K353,2022
6535,TL CRRSA Surplus Rollover,"$ 9,095",K353,2022
6536,TL ELA/Math Student Support,"$ 8,715",K353,2022
6537,TL Fair Student Funding,"$ 1,414,495",K353,2022
6538,TL FSF Floor Raise,"$ 60,580",K353,2022
6539,TL HEW School Wellness Council,"$ 1,392",K353,2022
6540,TL MOSL,"$ 1,500",K353,2022
6541,TL NYSTL Hardware,"$ 1,519",K353,2022
6542,TL NYSTL Library Books,$ 889,K353,2022
6543,TL NYSTL Software,"$ 1,397",K353,2022
6544,TL NYSTL Textbooks,"$ 8,243",K353,2022
6545,TL Parent Coordinator,"$ 43,968",K353,2022
6546,TL Parent Coordinator OTPS,$ 500,K353,2022
6547,TL Permanent Placement 2022,"$ 89,139",K353,2022
6548,TL RS IEP Para,"$ 46,584",K353,2022
6549,TL RS Mandated Counseling Shared,"$ 55,997",K353,2022
6550,TL RS Mandated Speech Shared,"$ 103,083",K353,2022
6551,TL Situation Room,$ 847,K353,2022
6552,TL Specialized Admissions,"$ 1,058",K353,2022
6553,TL Summer Rising Shared,"$ 9,068",K353,2022
6554,TL Translation Services,"$ 1,032",K353,2022
6555,CDC Comprehensive HIV Prevention 18507,"$ 1,000",K353,2021
6556,Contract for Excellence FY 09,"$ 88,382",K353,2021
6557,High Need Support for Title I,"$ 4,806",K353,2021
6558,IDEA RS IEP Para,"$ 42,204",K353,2021
6559,Rollover State Misc 03 - Empire State After Schl P,"$ 5,698",K353,2021
6560,State Misc 03 - Empire State After School Program,"$ 7,740",K353,2021
6561,Title I STH,"$ 2,200",K353,2021
6562,Title I STH Carry Over,"$ 2,200",K353,2021
6563,Title I SWP,"$ 137,281",K353,2021
6564,Title I SWP Carry Over,"$ 19,871",K353,2021
6565,Title I SWP Parent and Family Engagement,"$ 2,725",K353,2021
6566,Title I SWP Summer in the City,"$ 1,573",K353,2021
6567,Title I SWP Translation Services,"$ 1,481",K353,2021
6568,Title IV Summer Rising Reopening Planning,"$ 1,805",K353,2021
6569,Title IV Well Rounded ELA Math Support,"$ 3,469",K353,2021
6570,TL Arts Studio,$ 560,K353,2021
6571,TL CB School Staff,"$ 20,373",K353,2021
6572,TL Computer Maintenance,"$ 5,566",K353,2021
6573,TL Covid MY Register Loss Restoration,"$ 18,128",K353,2021
6574,TL CRRSA COVID MYA Register Loss Restoration,"$ 54,384",K353,2021
6575,TL ELA/Math Student Support,"$ 9,713",K353,2021
6576,TL Fair Student Funding,"$ 1,450,771",K353,2021
6577,TL HEW School Wellness Council,$ 500,K353,2021
6578,TL Implicit Bias Awareness,$ 715,K353,2021
6579,TL Instructional Leadership Framework,"$ 18,938",K353,2021
6580,TL NYSTL Hardware,"$ 1,728",K353,2021
6581,TL NYSTL Library Books,$ 994,K353,2021
6582,TL NYSTL Software,"$ 1,594",K353,2021
6583,TL NYSTL Textbooks,"$ 9,230",K353,2021
6584,TL Parent Coordinator,"$ 42,099",K353,2021
6585,TL Parent Coordinator OTPS,$ 500,K353,2021
6586,TL Periodic Assessment,"$ 1,500",K353,2021
6587,TL RS IEP Para,"$ 76,541",K353,2021
6588,TL RS Mandated Counseling Shared,"$ 35,395",K353,2021
6589,TL RS Mandated Speech Shared,"$ 99,309",K353,2021
6590,TL School COVID Planning Supplement,"$ 3,656",K353,2021
6591,TL Specialized Admissions,$ 685,K353,2021
6592,TL Summer in the City Shared,"$ 1,349",K353,2021
6593,TL Translation Services,"$ 1,037",K353,2021
6594,Contract for Excellence FY 09,"$ 88,382",K353,2020
6595,High Need Support for Title I,"$ 5,028",K353,2020
6596,IDEA RS IEP Para,"$ 4,923",K353,2020
6597,Rollover CDC Comprehensive HIV Prevention,$ 500,K353,2020
6598,State Misc 03 - Empire State After School Program,"$ 1,795",K353,2020
6599,Title I SWP,"$ 150,091",K353,2020
6600,Title I SWP Parent and Family Engagement,"$ 1,516",K353,2020
6601,Title I SWP Translation Services,"$ 1,569",K353,2020
6602,TL Arts Studio,$ 865,K353,2020
6603,TL CB School Staff,"$ 31,314",K353,2020
6604,TL Computer Maintenance,"$ 5,566",K353,2020
6605,TL Continuous Improvement,"$ 16,000",K353,2020
6606,TL E&E MS College Access OTPS,"$ 12,072",K353,2020
6607,TL E&E MS College Access PS,"$ 4,639",K353,2020
6608,TL ELA/Math Student Support,"$ 10,862",K353,2020
6609,TL Fair Student Funding,"$ 1,519,184",K353,2020
6610,TL HEW School Wellness Council,"$ 1,000",K353,2020
6611,TL Implicit Bias Awareness,$ 514,K353,2020
6612,TL Instructional Leadership Framework,"$ 19,097",K353,2020
6613,TL Learning and Practicing Tolerance,"$ 1,178",K353,2020
6614,TL MOSL,"$ 1,500",K353,2020
6615,TL NYSTL Hardware,"$ 1,931",K353,2020
