,location_code,fiscal_year,allocation_category,amount
6,M197,2020,TL Computer Maintenance,"$ 1,610"
7,M197,2020,TL Continuous Improvement,"$ 16,000"
8,M197,2020,TL ELA/Math Student Support,"$ 14,867"
9,M197,2020,TL Fair Student Funding,"$ 2,094,817"
10,M197,2020,TL Implicit Bias Awareness,$ 276
11,M197,2020,TL Instructional Leadership Framework,"$ 19,097"
12,M197,2020,TL MOSL,"$ 1,500"
13,M197,2020,TL NYSTL Hardware,"$ 2,598"
14,M197,2020,TL NYSTL Library Books,"$ 1,593"
15,M197,2020,TL NYSTL Software,"$ 2,569"
16,M197,2020,TL NYSTL Textbooks,"$ 6,008"
17,M197,2020,TL One-Time Allocations,"$ 3,500"
18,M197,2020,TL Parent Coordinator,"$ 49,560"
19,M197,2020,TL Parent Coordinator OTPS,$ 500
20,M197,2020,TL Permanent Placement Incentive,"$ 94,428"
21,M197,2020,TL RS IEP Para,"$ 369,798"
22,M197,2020,TL RS IEP Teacher,"$ 94,428"
23,M197,2020,TL RS Mandated Counseling Shared,"$ 66,224"
24,M197,2020,TL RS Mandated Speech Shared,"$ 193,386"
25,M197,2020,TL RS Occupational Therapist PS Shared,"$ 72,319"
26,M197,2020,TL RS Physical Therapist PS Shared,"$ 77,748"
27,M197,2020,TL SBST Shared,"$ 33,060"
0,M197,2020,TL Summer in the City Shared,"$ 5,264"
1,M197,2020,TL Temporary Shortfall Per Diem,"$ 40,000"
2,M197,2020,TL Temporary Shortfall Per Session-OTPS,"$ 48,000"
3,M197,2020,TL Temporary Shortfall Support Staff,"$ 38,197"
4,M197,2020,TL Temporary Shortfall Teachers,"$ 286,211"
5,M197,2020,TL Terminal and Paid Leaves,"$ 16,884"
6,M197,2020,TL Translation Services,"$ 1,011"
0,M197,2019,3K for All,"$ 298,054"
1,M197,2019,4K for All,"$ 666,603"
2,M197,2019,AIDP Attendance Shared,"$ 138,934"
3,M197,2019,AIDP STH School and Site Based Shared,"$ 64,488"
4,M197,2019,Contract for Excellence FY 09,"$ 148,423"
5,M197,2019,IDEA RS IEP Para,"$ 122,642"
6,M197,2019,IDEA SBST Shared,"$ 140,158"
7,M197,2019,OASAS Sub Abuse,"$ 83,059"
8,M197,2019,OASAS Sub Abuse OTPS,$ 500
9,M197,2019,School Support Supplement,"$ 320,729"
10,M197,2019,Sequester Aid IDEA RS IEP Paras,"$ 13,103"
11,M197,2019,Sequester/2010 Census Title I SWP,"$ 8,906"
12,M197,2019,Sequester/2010 Census Title IIA,"$ 29,169"
13,M197,2019,Title I SWP,"$ 207,446"
14,M197,2019,Title I SWP Parent and Family Engagement,"$ 2,095"
15,M197,2019,Title I SWP Translation Services,"$ 1,730"
16,M197,2019,Title IIA Supplemental,"$ 79,053"
17,M197,2019,Title IV Community Coordinator,"$ 83,277"
18,M197,2019,Title IV Well Rounded,"$ 94,690"
19,M197,2019,TL 09 C4E CTT,"$ 21,324"
20,M197,2019,TL Bridging the Gap,"$ 99,227"
0,M197,2019,TL CB Per Session Per Diem Prep,$ 534
1,M197,2019,TL CB School Staff,"$ 27,571"
2,M197,2019,TL CB School Staff PK,"$ 8,906"
3,M197,2019,TL CB School Staff Related Services,"$ 1,952"
4,M197,2019,TL Computer Maintenance,"$ 3,063"
5,M197,2019,TL Core Curriculum Support,"$ 1,001"
6,M197,2019,TL E&E Algebra for All,"$ 12,500"
7,M197,2019,TL ELA/Math Student Support,"$ 15,492"
8,M197,2019,TL Fair Student Funding,"$ 2,004,592"
9,M197,2019,TL FSF Floor Raise,"$ 45,459"
10,M197,2019,TL GE CB School Staff,"$ 30,593"
11,M197,2019,TL MOSL,"$ 1,500"
12,M197,2019,TL NYSTL Library Books,"$ 1,794"
13,M197,2019,TL Parent Coordinator,"$ 46,569"
14,M197,2019,TL Parent Coordinator OTPS,$ 500
15,M197,2019,TL RS IEP Para,"$ 312,833"
16,M197,2019,TL RS IEP Teacher,"$ 91,665"
17,M197,2019,TL RS Mandated Counseling Shared,"$ 62,486"
18,M197,2019,TL RS Mandated Speech Shared,"$ 187,274"
19,M197,2019,TL RS Physical Therapist PS Shared,"$ 75,864"
20,M197,2019,TL Sabbaticals,"$ 27,003"
21,M197,2019,TL SBST Shared,"$ 31,591"
22,M197,2019,TL School Incentive 2019,"$ 22,917"
23,M197,2019,TL SE CB School Staff,"$ 22,233"
24,M197,2019,TL Strong Schools Strong Communities,"$ 16,000"
25,M197,2019,TL Summer in the City Shared,"$ 1,526"
26,M197,2019,TL Temporary Shortfall Teachers,"$ 351,041"
27,M197,2019,TL Translation Services,"$ 1,016"
0,M197,2019,TL Vision for School Improvement,"$ 19,097"
0,M197,2018,AIDP Attendance Shared,"$ 130,303"
1,M197,2018,AIDP STH School and Site Based Shared,"$ 61,480"
2,M197,2018,Contract for Excellence FY 09,"$ 161,858"
3,M197,2018,IDEA RS IEP Para,"$ 159,106"
4,M197,2018,IDEA SBST Shared,"$ 71,638"
5,M197,2018,OASAS Sub Abuse,"$ 82,483"
6,M197,2018,OASAS Sub Abuse OTPS,$ 500
7,M197,2018,Pre-K,"$ 154,516"
8,M197,2018,Pre-K Plus,"$ 175,000"
9,M197,2018,School Support Supplement,"$ 311,457"
10,M197,2018,Sequester Aid IDEA RS IEP Paras,"$ 17,678"
11,M197,2018,Sequester/2010 Census Title I SWP,"$ 8,344"
12,M197,2018,Sequester/2010 Census Title IIA,"$ 29,742"
13,M197,2018,Title I 1003a Summer,"$ 16,979"
14,M197,2018,Title I SWP,"$ 194,382"
15,M197,2018,Title I SWP Parent Involvement,"$ 1,963"
16,M197,2018,Title I SWP Translation Services,"$ 1,820"
17,M197,2018,Title IIA Supplemental,"$ 109,218"
18,M197,2018,TL 09 C4E CTT,"$ 21,324"
19,M197,2018,TL Bridging the Gap,"$ 95,255"
20,M197,2018,TL CB School Staff,"$ 38,093"
0,M197,2018,TL Computer Maintenance,"$ 3,148"
1,M197,2018,TL Core Curriculum Support,$ 715
2,M197,2018,TL E&E Universal Literacy,"$ 15,174"
3,M197,2018,TL ELA/Math Student Support,"$ 15,208"
4,M197,2018,TL Fair Student Funding,"$ 2,052,105"
5,M197,2018,TL MOSL,"$ 1,500"
6,M197,2018,TL NYSTL Library Books,"$ 1,777"
7,M197,2018,TL NYSTL Textbooks,"$ 9,379"
8,M197,2018,TL Parent Coordinator,"$ 46,569"
9,M197,2018,TL Parent Coordinator OTPS,$ 500
10,M197,2018,TL RS IEP Para,"$ 394,939"
11,M197,2018,TL RS IEP Teacher,"$ 88,609"
12,M197,2018,TL RS Mandated Counseling Shared,"$ 61,184"
13,M197,2018,TL RS Mandated Speech Shared,"$ 180,332"
14,M197,2018,TL RS Physical Therapist PS Shared,"$ 72,692"
15,M197,2018,TL SBST Shared,"$ 74,811"
16,M197,2018,TL School Incentive 2019B,"$ 44,305"
17,M197,2018,TL Strong Schools Strong Communities,"$ 16,000"
18,M197,2018,TL Temporary Shortfall Teachers,"$ 172,605"
19,M197,2018,TL Translation Services,"$ 1,068"
20,M197,2018,TL Vision for School Improvement,"$ 19,097"
21,M197,2018,Universal PreK Quality Full-Day,"$ 205,776"
22,M197,2018,Universal PreK Quality Full-Day Plus,"$ 102,888"
0,M194,2022,4K for All,"$ 222,912"
1,M194,2022,AIDP STH School and Site Based Shared,"$ 70,913"
2,M194,2022,ARPA Academic Recovery,"$ 79,694"
3,M194,2022,ARPA Academic Recovery AP Summer Rising,"$ 35,980"
4,M194,2022,ARPA Academic Recovery Arts,"$ 19,924"
5,M194,2022,ARPA Academic Recovery Arts Summer Rising,"$ 25,000"
6,M194,2022,ARPA Academic Recovery CBO Support Summer Rising,"$ 14,152"
7,M194,2022,ARPA Academic Recovery Para Summer Rising,"$ 4,737"
8,M194,2022,ARPA Academic Recovery SE After-School Instruction,"$ 21,656"
9,M194,2022,ARPA Academic Recovery SE Counseling,"$ 2,762"
10,M194,2022,ARPA Academic Recovery SE Intervention Training,"$ 2,624"
11,M194,2022,ARPA Academic Recovery SE Planning Prep,"$ 2,242"
12,M194,2022,ARPA Academic Recovery SE RS Related Services,"$ 19,836"
13,M194,2022,ARPA Academic Recovery SE Support Summer Rising,"$ 10,954"
14,M194,2022,ARPA Academic Recovery Social Worker,"$ 154,225"
15,M194,2022,ARPA Academic Recovery Summer Rising,"$ 11,495"
16,M194,2022,ARPA Election Day Remote Planning,"$ 1,597"
17,M194,2022,ARPA LA Initial Register Relief,"$ 23,812"
18,M194,2022,ARPA LA MYA Register Relief,"$ 4,836"
19,M194,2022,ARPA School COVID Planning Expansion,"$ 10,227"
20,M194,2022,Contract for Excellence FY 09,"$ 110,348"
0,M194,2022,CRRSA Computer Maintenance,"$ 1,456"
1,M194,2022,CRRSA Family Leadership,"$ 19,908"
2,M194,2022,CRRSA Situation Room,"$ 2,733"
3,M194,2022,Funds Pub Schl 307 - Unrestricted School Support,$ 181
4,M194,2022,High Need Support for Title I,"$ 5,141"
5,M194,2022,High Need Support for Title I STH,"$ 1,768"
6,M194,2022,IDEA RS IEP Para,"$ 24,410"
7,M194,2022,Private Grant 99 Energy Demand,"$ 4,950"
8,M194,2022,Rollover Smart Schools Bond Act,"$ 8,057"
9,M194,2022,School Support Supplement,"$ 251,576"
10,M194,2022,Title I 1003a TSI/CSI OTPS,"$ 7,015"
11,M194,2022,Title I 1003a TSI/CSI PS,"$ 28,059"
12,M194,2022,Title I CSI Participatory Budgeting,"$ 2,000"
13,M194,2022,Title I SWP,"$ 124,182"
14,M194,2022,Title I SWP Carry Over,"$ 16,257"
15,M194,2022,Title I SWP Carry Over Parent and Family Engage,$ 616
16,M194,2022,Title I SWP Parent and Family Engagement,"$ 1,242"
17,M194,2022,Title I SWP STH,"$ 42,712"
18,M194,2022,Title I SWP Translation Services,"$ 1,512"
19,M194,2022,Title IIA Supplemental,"$ 48,735"
20,M194,2022,Title III LEP,"$ 12,000"
21,M194,2022,Title IV Fall Reopening Planning Grant,"$ 4,552"
22,M194,2022,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179"
23,M194,2022,Title IV Well Rounded ELA Math Support,"$ 4,246"
24,M194,2022,TL 09 C4E ICT,"$ 35,541"
25,M194,2022,TL CB School Staff,"$ 55,769"
26,M194,2022,TL Computer Maintenance,"$ 7,077"
27,M194,2022,TL Continuous Improvement Receivership HS,"$ 54,133"
0,M194,2022,TL CRRSA COVID MYA Register Relief,"$ 1,364"
1,M194,2022,TL ELA/Math Student Support,"$ 12,293"
2,M194,2022,TL Fair Student Funding,"$ 1,499,449"
3,M194,2022,TL Imagine Schools,"$ 20,714"
4,M194,2022,TL Imagine Schools Per Session,"$ 5,636"
5,M194,2022,TL MOSL,"$ 1,500"
6,M194,2022,TL NYSTL Hardware,"$ 1,723"
7,M194,2022,TL NYSTL Library Books,"$ 1,008"
8,M194,2022,TL NYSTL Software,"$ 1,584"
9,M194,2022,TL NYSTL Textbooks,"$ 3,235"
10,M194,2022,TL Parent Coordinator,"$ 52,307"
11,M194,2022,TL Parent Coordinator OTPS,$ 500
12,M194,2022,TL Permanent Placement Incentive,"$ 88,485"
13,M194,2022,TL RS IEP Para,"$ 66,976"
14,M194,2022,TL RS IEP Teacher,"$ 88,485"
15,M194,2022,TL RS Mandated Counseling Shared,"$ 50,683"
16,M194,2022,TL RS Mandated Speech Shared,"$ 103,083"
17,M194,2022,TL RS Occupational Therapist PS Shared,"$ 81,110"
18,M194,2022,TL Situation Room,"$ 2,541"
19,M194,2022,TL Summer Rising Shared,"$ 7,205"
20,M194,2022,TL Summer Rising Support Shared,"$ 2,927"
21,M194,2022,TL Translation Services,"$ 1,060"
0,M194,2021,4K for All,"$ 209,434"
1,M194,2021,AIDP STH School and Site Based Shared,"$ 65,815"
2,M194,2021,Contract for Excellence FY 09,"$ 110,348"
3,M194,2021,Funds Pub Schl 12 - Clinical Teacher Prep,"$ 2,570"
4,M194,2021,Funds Pub Schl 374 - Better Com. Schl Grant,"$ 29,250"
5,M194,2021,High Need Support for Title I,"$ 5,891"
6,M194,2021,IDEA RS IEP Para,"$ 42,207"
7,M194,2021,Rollover Title I 1003a TSI/CSI OTPS,"$ 9,204"
8,M194,2021,Rollover Title I 1003a TSI/CSI PS,"$ 22,372"
9,M194,2021,School Support Supplement,"$ 240,469"
10,M194,2021,Smart Schools Bond Act,"$ 8,057"
11,M194,2021,Title I 1003a TSI/CSI OTPS,"$ 12,963"
12,M194,2021,Title I 1003a TSI/CSI PS,"$ 51,854"
13,M194,2021,Title I CSI Participatory Budgeting,"$ 2,000"
14,M194,2021,Title I STH,"$ 5,700"
15,M194,2021,Title I STH Carry Over,"$ 5,700"
16,M194,2021,Title I SWP,"$ 147,055"
17,M194,2021,Title I SWP Carry Over,"$ 14,452"
18,M194,2021,Title I SWP Parent and Family Engagement,"$ 2,078"
19,M194,2021,Title I SWP Summer in the City,"$ 2,003"
20,M194,2021,Title I SWP Translation Services,"$ 1,494"
0,M194,2021,Title IIA Supplemental,"$ 57,961"
1,M194,2021,Title III LEP,"$ 12,366"
2,M194,2021,Title IV Summer Rising Reopening Planning,"$ 1,875"
3,M194,2021,Title IV Well Rounded ELA Math Support,"$ 4,877"
4,M194,2021,TL 09 C4E ICT,"$ 35,541"
5,M194,2021,TL Arts Studio,$ 560
6,M194,2021,TL CB School Staff,"$ 20,966"
7,M194,2021,TL Computer Maintenance,"$ 11,546"
8,M194,2021,TL Continuous Improvement Receivership,"$ 62,253"
9,M194,2021,TL Covid MY Register Loss Restoration,"$ 23,813"
10,M194,2021,TL CRRSA COVID MYA Register Loss Restoration,"$ 71,439"
11,M194,2021,TL CRRSA COVID Teacher Support,"$ 66,843"
12,M194,2021,TL ELA/Math Student Support,"$ 13,654"
13,M194,2021,TL Fair Student Funding,"$ 1,609,810"
14,M194,2021,TL Implicit Bias Awareness,$ 994
15,M194,2021,TL Instructional Leadership Framework,"$ 18,938"
16,M194,2021,TL Long Term Absence,"$ 4,859"
17,M194,2021,TL NYSTL Hardware,"$ 1,430"
18,M194,2021,TL NYSTL Library Books,"$ 1,037"
19,M194,2021,TL NYSTL Software,"$ 1,663"
20,M194,2021,TL NYSTL Textbooks,"$ 1,997"
21,M194,2021,TL Parent Coordinator,"$ 52,307"
22,M194,2021,TL Parent Coordinator OTPS,$ 500
23,M194,2021,TL Periodic Assessment,"$ 1,500"
24,M194,2021,TL Permanent Placement Incentive,"$ 82,581"
25,M194,2021,TL RS IEP Para,"$ 52,541"
26,M194,2021,TL RS IEP Teacher,"$ 82,581"
27,M194,2021,TL RS Mandated Counseling Shared,"$ 43,261"
0,M194,2021,TL RS Mandated Speech Shared,"$ 99,109"
1,M194,2021,TL Sabbaticals,"$ 63,859"
2,M194,2021,TL School COVID Planning Supplement,"$ 3,781"
3,M194,2021,TL Summer in the City Shared,$ 49
4,M194,2021,TL Translation Services,"$ 1,046"
0,M194,2020,4K for All,"$ 217,665"
1,M194,2020,AIDP Family Worker Per Session,"$ 1,072"
2,M194,2020,AIDP STH School and Site Based Shared,"$ 66,245"
3,M194,2020,Contract for Excellence FY 09,"$ 110,348"
4,M194,2020,High Need Support for Title I,"$ 6,173"
5,M194,2020,School Support Supplement,"$ 239,851"
6,M194,2020,Title I 1003 TSI/CSI Planning OTPS,"$ 13,914"
7,M194,2020,Title I 1003 TSI/CSI Planning PS,"$ 9,007"
8,M194,2020,Title I 1003a Summer,"$ 12,600"
9,M194,2020,Title I 1003a TSI/CSI PS,"$ 5,240"
10,M194,2020,Title I SWP,"$ 150,650"
11,M194,2020,Title I SWP Parent and Family Engagement,"$ 1,522"
12,M194,2020,Title I SWP Summer in the City,"$ 32,674"
13,M194,2020,Title I SWP Teacher Leadership,"$ 38,902"
14,M194,2020,Title I SWP Translation Services,"$ 1,586"
15,M194,2020,Title IIA Supplemental,"$ 62,992"
16,M194,2020,Title III LEP,"$ 12,366"
17,M194,2020,Title IV Well Rounded,"$ 35,119"
18,M194,2020,TL 09 C4E CTT,"$ 35,541"
19,M194,2020,TL Arts Studio,$ 865
20,M194,2020,TL CB School Staff,"$ 32,470"
0,M194,2020,TL Computer Maintenance,"$ 11,546"
1,M194,2020,TL Continuous Improvement,"$ 16,000"
2,M194,2020,TL Continuous Improvement Receivership,"$ 62,253"
3,M194,2020,TL E&E District Charter Collaborative,"$ 10,217"
4,M194,2020,TL ELA/Math Student Support,"$ 9,831"
5,M194,2020,TL Fair Student Funding,"$ 1,694,780"
6,M194,2020,TL Instructional Leadership Framework,"$ 19,097"
7,M194,2020,TL LEAP,"$ 2,274"
8,M194,2020,TL MOSL,"$ 1,500"
9,M194,2020,TL NYSTL Hardware,"$ 1,835"
10,M194,2020,TL NYSTL Library Books,"$ 1,125"
11,M194,2020,TL NYSTL Software,"$ 1,815"
12,M194,2020,TL NYSTL Textbooks,"$ 3,784"
13,M194,2020,TL Parent Coordinator,"$ 51,812"
14,M194,2020,TL Parent Coordinator OTPS,$ 500
15,M194,2020,TL Permanent Placement Incentive,"$ 46,207"
16,M194,2020,TL RS IEP Para,"$ 114,591"
17,M194,2020,TL RS IEP Teacher,"$ 87,763"
18,M194,2020,TL RS Mandated Counseling Shared,"$ 54,538"
19,M194,2020,TL RS Mandated Speech Shared,"$ 96,693"
20,M194,2020,TL RS Occupational Therapist PS Shared,"$ 77,181"
21,M194,2020,TL Sabbaticals,"$ 31,905"
22,M194,2020,TL School to School Summer Transfers Shared,"$ 1,948"
23,M194,2020,TL Summer in the City Community Schools,"$ 17,270"
24,M194,2020,TL Summer in the City Shared,"$ 11,373"
25,M194,2020,TL Summer in the City Support Shared,"$ 4,161"
26,M194,2020,TL Temporary Shortfall Per Session-OTPS,"$ 125,400"
27,M194,2020,TL Temporary Shortfall Support Staff,"$ 37,500"
0,M194,2020,TL Temporary Shortfall Teachers,"$ 198,421"
1,M194,2020,TL Translation Services,$ 932
0,M194,2019,4K for All,"$ 205,676"
1,M194,2019,AIDP STH School and Site Based Shared,"$ 64,846"
2,M194,2019,Contract for Excellence FY 09,"$ 95,207"
3,M194,2019,IDEA RS IEP Para,"$ 98,610"
4,M194,2019,School Support Supplement,"$ 219,999"
5,M194,2019,Sequester Aid IDEA RS IEP Paras,"$ 7,147"
6,M194,2019,Sequester/2010 Census Title I SWP,"$ 7,138"
7,M194,2019,Sequester/2010 Census Title IIA,"$ 17,853"
8,M194,2019,Title I 1003a Summer,"$ 16,979"
9,M194,2019,Title I Priority/Focus SWP,"$ 55,278"
10,M194,2019,Title I Priority/Focus SWP Parent Education,"$ 16,685"
11,M194,2019,Title I SWP,"$ 166,273"
12,M194,2019,Title I SWP Parent and Family Engagement,"$ 1,680"
13,M194,2019,Title I SWP Renewal School Teacher Leadership,"$ 38,893"
14,M194,2019,Title I SWP Translation Services,"$ 1,619"
15,M194,2019,Title IIA Supplemental,"$ 53,952"
16,M194,2019,Title III LEP,"$ 12,366"
17,M194,2019,TL 09 C4E CTT,"$ 35,541"
18,M194,2019,TL Arts Studio,$ 850
19,M194,2019,TL CB Per Session Per Diem Prep,"$ 4,165"
20,M194,2019,TL CB School Staff,"$ 18,170"
0,M194,2019,TL CB School Staff PK,"$ 1,981"
1,M194,2019,TL CB School Staff Related Services,$ 822
2,M194,2019,TL Computer Maintenance,"$ 12,675"
3,M194,2019,TL Core Curriculum Support,"$ 1,287"
4,M194,2019,TL ELA/Math Student Support,"$ 10,444"
5,M194,2019,TL Fair Student Funding,"$ 1,935,413"
6,M194,2019,TL GE CB School Staff,"$ 23,671"
7,M194,2019,TL MOSL,"$ 1,500"
8,M194,2019,TL NYSTL Library Books,"$ 1,371"
9,M194,2019,TL One-Time Allocations,"$ 3,500"
10,M194,2019,TL Parent Coordinator,"$ 48,636"
11,M194,2019,TL Parent Coordinator OTPS,$ 500
12,M194,2019,TL Renewal ELT,"$ 164,728"
13,M194,2019,TL RS IEP Para,"$ 170,636"
14,M194,2019,TL RS IEP Teacher,"$ 82,590"
15,M194,2019,TL RS Mandated Counseling Shared,"$ 49,988"
16,M194,2019,TL RS Mandated Speech Shared,"$ 93,637"
17,M194,2019,TL RS Occupational Therapist PS Shared,"$ 75,145"
18,M194,2019,TL School Operational Support,"$ 12,164"
19,M194,2019,TL SE CB School Staff,"$ 12,157"
20,M194,2019,TL Strong Schools Strong Communities,"$ 16,000"
21,M194,2019,TL Summer in the City Community Schools,"$ 18,138"
22,M194,2019,TL Summer in the City Shared,"$ 2,420"
23,M194,2019,TL Summer in the City Support Shared,"$ 22,680"
24,M194,2019,TL Talented and Gifted,$ 185
25,M194,2019,TL Temporary Shortfall Per Diem,"$ 5,000"
26,M194,2019,TL Temporary Shortfall Per Session-OTPS,"$ 68,000"
27,M194,2019,TL Translation Services,$ 951
0,M194,2019,TL Vision for School Improvement,"$ 19,097"
0,M194,2018,AIDP STH School and Site Based Shared,"$ 61,822"
1,M194,2018,Contract for Excellence FY 09,"$ 95,207"
2,M194,2018,IDEA RS IEP Para,"$ 33,091"
3,M194,2018,Pre-K,"$ 89,408"
4,M194,2018,Private Grant 31,$ 326
5,M194,2018,School Support Supplement,"$ 211,820"
6,M194,2018,Sequester Aid IDEA RS IEP Paras,"$ 3,536"
7,M194,2018,Sequester/2010 Census Title I SWP,"$ 5,926"
8,M194,2018,Sequester/2010 Census Title IIA,"$ 11,163"
9,M194,2018,Title I 1003a Summer,"$ 16,979"
10,M194,2018,Title I Priority/Focus SWP,"$ 40,192"
11,M194,2018,Title I Priority/Focus SWP Parent Education,"$ 11,201"
12,M194,2018,Title I Renewal School Teacher Leadership,"$ 38,566"
13,M194,2018,Title I SWP,"$ 138,051"
14,M194,2018,Title I SWP Parent Involvement,"$ 1,394"
15,M194,2018,Title I SWP Summer in the City,"$ 7,622"
16,M194,2018,Title I SWP Translation Services,"$ 1,605"
17,M194,2018,Title IIA Supplemental,"$ 74,539"
18,M194,2018,Title III Immigrant,"$ 2,272"
19,M194,2018,Title III LEP,"$ 12,366"
20,M194,2018,TL 09 C4E CTT,"$ 35,541"
0,M194,2018,TL Arts Studio,"$ 2,330"
1,M194,2018,TL CB School Staff,"$ 20,953"
2,M194,2018,TL Computer Maintenance,"$ 3,884"
3,M194,2018,TL Core Curriculum Support,$ 429
4,M194,2018,TL E&E Universal Literacy,"$ 10,723"
5,M194,2018,TL ELA/Math Student Support,"$ 10,385"
6,M194,2018,TL Fair Student Funding,"$ 1,874,206"
7,M194,2018,TL MOSL,"$ 1,500"
8,M194,2018,TL NYSTL Library Books,"$ 1,095"
9,M194,2018,TL Parent Coordinator,"$ 48,636"
10,M194,2018,TL Parent Coordinator OTPS,$ 500
11,M194,2018,TL Renewal ELA/Math Student Support,"$ 5,525"
12,M194,2018,TL Renewal ELT,"$ 126,603"
13,M194,2018,TL RS IEP Para,"$ 180,788"
14,M194,2018,TL RS IEP Teacher,"$ 77,129"
15,M194,2018,TL RS Mandated Counseling Shared,"$ 23,994"
16,M194,2018,TL RS Mandated Speech Shared,"$ 90,166"
17,M194,2018,TL Sabbaticals,"$ 27,283"
18,M194,2018,TL Strong Schools Strong Communities,"$ 16,000"
19,M194,2018,TL Summer in the City Community Schools,"$ 14,319"
20,M194,2018,TL Summer in the City Shared,"$ 1,028"
21,M194,2018,TL Summer in the City Support Shared,"$ 13,678"
22,M194,2018,TL Temporary Shortfall Per Diem,"$ 21,178"
23,M194,2018,TL Temporary Shortfall Per Session-OTPS,"$ 74,000"
24,M194,2018,TL Temporary Shortfall Teachers,"$ 46,277"
25,M194,2018,TL Time and Attendance,"$ 1,250"
26,M194,2018,TL Translation Services,$ 942
27,M194,2018,TL Vision for School Improvement,"$ 19,097"
0,M194,2018,Universal PreK Quality Full-Day,"$ 102,888"
0,M175,2022,3K for All,"$ 196,970"
1,M175,2022,4K for All,"$ 459,950"
2,M175,2022,AIDP,"$ 29,792"
3,M175,2022,AIDP STH School and Site Based Shared,"$ 128,367"
4,M175,2022,ARPA Academic Recovery,"$ 120,474"
5,M175,2022,ARPA Academic Recovery AP Summer Rising,"$ 35,980"
6,M175,2022,ARPA Academic Recovery Arts,"$ 30,118"
7,M175,2022,ARPA Academic Recovery Arts Summer Rising,"$ 25,000"
8,M175,2022,ARPA Academic Recovery Community Schools Expansion,"$ 46,986"
9,M175,2022,ARPA Academic Recovery Para Summer Rising,"$ 6,487"
10,M175,2022,ARPA Academic Recovery SE After-School Instruction,"$ 24,117"
11,M175,2022,ARPA Academic Recovery SE Counseling,"$ 3,234"
12,M175,2022,ARPA Academic Recovery SE Intervention Training,"$ 2,624"
13,M175,2022,ARPA Academic Recovery SE Planning Prep,"$ 2,496"
14,M175,2022,ARPA Academic Recovery SE RS Related Services,"$ 17,052"
15,M175,2022,ARPA Academic Recovery SE Support Summer Rising,"$ 26,270"
16,M175,2022,ARPA Academic Recovery Summer Rising,"$ 31,612"
17,M175,2022,ARPA COVID Staffing Support,"$ 169,169"
18,M175,2022,ARPA Election Day Remote Planning,"$ 1,597"
19,M175,2022,ARPA LA Initial Register Relief,"$ 22,704"
20,M175,2022,ARPA LA MYA Register Relief,"$ 167,368"
0,M175,2022,ARPA Restorative Justice Action Teams,"$ 9,798"
1,M175,2022,ARPA School COVID Planning Expansion,"$ 12,900"
2,M175,2022,ARPA Vaccine Policy Coverage,"$ 2,017"
3,M175,2022,Contract for Excellence FY 09,"$ 105,878"
4,M175,2022,CRRSA 3K for All Expansion,"$ 262,979"
5,M175,2022,CRRSA Computer Maintenance,$ 282
6,M175,2022,CRRSA CRSE Arts Studio,$ 642
7,M175,2022,CRRSA Restoration Arts Studio,"$ 1,628"
8,M175,2022,CRRSA Situation Room,"$ 3,759"
9,M175,2022,Funds Pub Schl 355 - Carmell Hill,"$ 3,669"
10,M175,2022,High Need Support for Title I,"$ 7,630"
11,M175,2022,High Need Support for Title I STH,"$ 1,113"
12,M175,2022,IDEA SBST Shared,"$ 153,949"
13,M175,2022,Rollover Smart Schools Bond Act,"$ 12,828"
14,M175,2022,Rollover Title IV Community Coordinator,"$ 15,279"
15,M175,2022,School Support Supplement,"$ 247,289"
16,M175,2022,Title I SWP,"$ 184,295"
17,M175,2022,Title I SWP Carry Over,"$ 24,127"
18,M175,2022,Title I SWP Carry Over Parent and Family Engage,$ 915
19,M175,2022,Title I SWP Parent and Family Engagement,"$ 1,843"
20,M175,2022,Title I SWP STH,"$ 26,893"
21,M175,2022,Title I SWP Translation Services,"$ 1,702"
22,M175,2022,Title IIA Supplemental,"$ 48,354"
23,M175,2022,Title III LEP,"$ 12,000"
24,M175,2022,Title III Summer Rising ML Support,"$ 7,839"
25,M175,2022,Title IV Community Coordinator,"$ 89,930"
26,M175,2022,Title IV Fall Reopening Planning Grant,"$ 5,688"
27,M175,2022,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179"
0,M175,2022,Title IV Well Rounded ELA Math Support,"$ 4,411"
1,M175,2022,TL Bridging the Gap,"$ 108,762"
2,M175,2022,TL CB School Staff,"$ 80,976"
3,M175,2022,TL Computer Maintenance,"$ 1,370"
4,M175,2022,TL CRRSA COVID MYA Register Relief,"$ 47,206"
5,M175,2022,TL CRRSA FSF Floor Raise,"$ 70,646"
6,M175,2022,TL CRRSA Surplus Rollover,"$ 18,144"
7,M175,2022,TL ELA/Math Student Support,"$ 12,769"
8,M175,2022,TL Fair Student Funding,"$ 1,894,317"
9,M175,2022,TL FSF Floor Raise,"$ 119,682"
10,M175,2022,TL FSF Post-IEP Support,$ 507
11,M175,2022,TL Lead Coach Teacher,"$ 6,250"
12,M175,2022,TL MOSL,"$ 1,500"
13,M175,2022,TL NCSI After-School Tutoring,"$ 3,671"
14,M175,2022,TL NYSTL Hardware,"$ 2,696"
15,M175,2022,TL NYSTL Library Books,"$ 1,578"
16,M175,2022,TL NYSTL Software,"$ 2,480"
17,M175,2022,TL NYSTL Textbooks,"$ 14,629"
