,allocation_category,amount,location_code,fiscal_year
4033,Rollover Private Grant 44,"$ 1,880",Q178,2021
4034,School Support Supplement,"$ 182,379",Q178,2021
4035,Title I STH for Non Title I Schools,"$ 6,898",Q178,2021
4036,Title I STH for Non Title I Schools Carry Over,$ 871,Q178,2021
4037,Title IIA Supplemental,"$ 42,791",Q178,2021
4038,Title III LEP,"$ 12,366",Q178,2021
4039,Title III Translation Services,"$ 3,430",Q178,2021
4040,Title IV Summer Rising Reopening Planning,"$ 3,017",Q178,2021
4041,Title IV Well Rounded ELA Math Support,"$ 4,254",Q178,2021
4042,TL Arts Studio,"$ 1,680",Q178,2021
4043,TL CB School Staff,"$ 6,116",Q178,2021
4044,TL CFES RIS Itinerant (Partial Funding),"$ 21,237",Q178,2021
4045,TL Computer Maintenance,"$ 7,245",Q178,2021
4046,TL Covid MY Register Loss Restoration,"$ 41,749",Q178,2021
4047,TL CRRSA COVID MYA Register Loss Restoration,"$ 125,246",Q178,2021
4048,TL CRRSA COVID Teacher Support,"$ 360,346",Q178,2021
4049,TL ELA/Math Student Support,"$ 11,909",Q178,2021
4050,TL Fair Student Funding,"$ 3,385,450",Q178,2021
4051,TL Implicit Bias Awareness,"$ 1,862",Q178,2021
4052,TL Instructional Leadership Framework,"$ 24,568",Q178,2021
4053,TL NYSTL Hardware,"$ 5,767",Q178,2021
4054,TL NYSTL Library Books,"$ 3,316",Q178,2021
4055,TL NYSTL Software,"$ 5,319",Q178,2021
4056,TL NYSTL Textbooks,"$ 15,735",Q178,2021
4057,TL Parent Coordinator,"$ 50,276",Q178,2021
4058,TL Parent Coordinator OTPS,$ 500,Q178,2021
4059,TL Periodic Assessment,"$ 1,700",Q178,2021
4060,TL RS IEP Para,"$ 250,640",Q178,2021
4061,TL RS Mandated Counseling Shared,"$ 31,455",Q178,2021
4062,TL RS Mandated Speech Shared,"$ 99,109",Q178,2021
4063,TL RS Occupational Therapist PS Shared,"$ 78,516",Q178,2021
4064,TL SBST Shared,"$ 144,120",Q178,2021
4065,TL School COVID Planning Supplement,"$ 6,381",Q178,2021
4066,TL Social Worker Support High Need,"$ 104,088",Q178,2021
4067,TL Specialized Admissions,$ 761,Q178,2021
4068,TL Summer in the City Shared,"$ 5,052",Q178,2021
4069,TL Temporary Shortfall Teachers,"$ 145,043",Q178,2021
4070,TL Translation Services,"$ 1,298",Q178,2021
4071,4K for All,"$ 423,492",Q178,2020
4072,Contract for Excellence FY 09,"$ 26,766",Q178,2020
4073,High Need Support for Title I STH,$ 428,Q178,2020
4074,IDEA RS IEP Para,"$ 61,696",Q178,2020
4075,School Support Supplement,"$ 177,903",Q178,2020
4076,Title I STH for Non Title I Schools,"$ 4,383",Q178,2020
4077,Title IIA Supplemental,"$ 46,505",Q178,2020
4078,Title III LEP,"$ 12,366",Q178,2020
4079,Title III Translation Services,"$ 3,440",Q178,2020
4080,TL Arts Studio,"$ 2,595",Q178,2020
4081,TL CB School Staff,"$ 8,424",Q178,2020
4082,TL Computer Maintenance,"$ 7,245",Q178,2020
4083,TL Continuous Improvement,"$ 16,000",Q178,2020
4084,TL Deferred Program Planning Initiative,"$ 29,000",Q178,2020
4085,TL E&E Algebra for All,"$ 5,000",Q178,2020
4086,TL E&E MS College Access OTPS,"$ 11,304",Q178,2020
4087,TL E&E MS College Access PS,"$ 4,639",Q178,2020
4088,TL ELA/Math Student Support,"$ 9,756",Q178,2020
4089,TL Fair Student Funding,"$ 3,525,177",Q178,2020
4090,TL Instructional Leadership Framework,"$ 24,888",Q178,2020
4091,TL MOSL,"$ 1,700",Q178,2020
4092,TL NYSTL Hardware,"$ 3,666",Q178,2020
4093,TL NYSTL Library Books,"$ 3,161",Q178,2020
4094,TL NYSTL Software,"$ 3,665",Q178,2020
4095,TL Parent Coordinator,"$ 49,800",Q178,2020
4096,TL Parent Coordinator OTPS,$ 500,Q178,2020
4097,TL RS IEP Para,"$ 306,576",Q178,2020
4098,TL RS Mandated Counseling Shared,"$ 27,269",Q178,2020
4099,TL RS Mandated Speech Shared,"$ 90,930",Q178,2020
4100,TL RS Occupational Therapist PS Shared,"$ 77,181",Q178,2020
4101,TL SBST Shared,"$ 143,603",Q178,2020
4102,TL Social Worker Support High Need,"$ 103,102",Q178,2020
4103,TL Summer in the City Shared,"$ 2,918",Q178,2020
4104,TL Translation Services,"$ 1,015",Q178,2020
4105,4K for All,"$ 394,551",Q178,2019
4106,Contract for Excellence FY 09,"$ 26,766",Q178,2019
4107,FY19 Grant in Aid Assembly (98670),"$ 75,000",Q178,2019
4108,IC Rev DOHMH Wellness Programs 99024,"$ 1,000",Q178,2019
4109,IDEA RS IEP Para,"$ 66,895",Q178,2019
4110,School Support Supplement,"$ 161,133",Q178,2019
4111,Sequester Aid IDEA RS IEP Paras,"$ 7,148",Q178,2019
4112,Sequester Aid Title I STH for Non-Title I Schools,$ 825,Q178,2019
4113,Sequester/2010 Census Title IIA,"$ 12,864",Q178,2019
4114,Title I STH for Non Title I Schools,"$ 8,100",Q178,2019
4115,Title IIA Supplemental,"$ 39,831",Q178,2019
4116,Title III LEP,"$ 12,366",Q178,2019
4117,Title III Translation Services,"$ 3,382",Q178,2019
4118,TL Arts Studio,"$ 2,550",Q178,2019
4119,TL CB Per Session Per Diem Prep,"$ 1,325",Q178,2019
4120,TL CB School Staff,"$ 4,323",Q178,2019
4121,TL CB School Staff PK,"$ 3,802",Q178,2019
4122,TL CB School Staff Related Services,"$ 3,280",Q178,2019
4123,TL Computer Maintenance,"$ 6,699",Q178,2019
4124,TL Core Curriculum Support,"$ 1,430",Q178,2019
4125,TL Deferred Program Planning Initiative,"$ 72,157",Q178,2019
4126,TL E&E MS College Access OTPS,"$ 11,239",Q178,2019
4127,TL E&E MS College Access PS,"$ 4,603",Q178,2019
4128,TL E&E Universal Literacy,"$ 9,955",Q178,2019
4129,TL ELA/Math Student Support,"$ 9,152",Q178,2019
4130,TL Fair Student Funding,"$ 3,178,419",Q178,2019
4131,TL FSF Post-IEP Support,$ 980,Q178,2019
4132,TL GE CB School Staff,"$ 29,785",Q178,2019
4133,TL MOSL,"$ 1,700",Q178,2019
4134,TL NYSTL Hardware,$ 51,Q178,2019
4135,TL NYSTL Library Books,"$ 3,321",Q178,2019
4136,TL NYSTL Software,$ 51,Q178,2019
4137,TL Parent Coordinator,"$ 46,746",Q178,2019
4138,TL Parent Coordinator OTPS,$ 500,Q178,2019
4139,TL RS IEP Para,"$ 280,245",Q178,2019
4140,TL RS Mandated Counseling Shared,"$ 21,245",Q178,2019
4141,TL RS Mandated Speech Shared,"$ 93,637",Q178,2019
4142,TL RS Occupational Therapist PS Shared,"$ 74,897",Q178,2019
4143,TL Salary Subsidy 2019,"$ 40,258",Q178,2019
4144,TL SBST Shared,"$ 137,923",Q178,2019
4145,TL SE CB School Staff,"$ 14,920",Q178,2019
4146,TL Showcase School Support,"$ 12,000",Q178,2019
4147,TL Strong Schools Strong Communities,"$ 16,000",Q178,2019
4148,TL Summer in the City Shared,"$ 2,151",Q178,2019
4149,TL Translation Services,$ 998,Q178,2019
4150,TL Vision for School Improvement,"$ 24,888",Q178,2019
4151,Contract for Excellence FY 09,"$ 26,766",Q178,2018
4152,IC REV DOHMH Wellness Programs 89024,"$ 2,500",Q178,2018
4153,IDEA RS IEP Para,"$ 66,182",Q178,2018
4154,IDEA SBST Shared,"$ 71,638",Q178,2018
4155,Pre-K,"$ 166,339",Q178,2018
4156,Rollover SM 66 Brothers Keeper D26,"$ 2,000",Q178,2018
4157,School Support Supplement,"$ 161,114",Q178,2018
4158,Sequester Aid IDEA RS IEP Paras,"$ 7,072",Q178,2018
4159,Sequester Aid Title I STH for Non-Title I Schools,$ 521,Q178,2018
4160,Sequester/2010 Census Title IIA,"$ 14,536",Q178,2018
4161,Title I STH for Non Title I Schools,"$ 4,940",Q178,2018
4162,Title IIA Supplemental,"$ 55,029",Q178,2018
4163,Title III Translation Services,"$ 3,112",Q178,2018
4164,TL Arts Studio,"$ 2,330",Q178,2018
4165,TL CB School Staff,"$ 3,653",Q178,2018
4166,TL Computer Maintenance,"$ 5,254",Q178,2018
4167,TL Core Curriculum Support,"$ 1,144",Q178,2018
4168,TL ELA/Math Student Support,"$ 6,831",Q178,2018
4169,TL Fair Student Funding,"$ 3,074,165",Q178,2018
4170,TL FSF Post-IEP Support,$ 490,Q178,2018
4171,TL Middle School Arts Matter OTPS,"$ 3,700",Q178,2018
4172,TL Middle School Arts Matter Teachers,"$ 18,356",Q178,2018
4173,TL MOSL,"$ 1,700",Q178,2018
4174,TL NYSTL Library Books,"$ 3,063",Q178,2018
4175,TL NYSTL Textbooks,"$ 12,664",Q178,2018
4176,TL Parent Coordinator,"$ 51,325",Q178,2018
4177,TL Parent Coordinator OTPS,$ 500,Q178,2018
4178,TL RS IEP Para,"$ 231,123",Q178,2018
4179,TL RS Mandated Counseling Shared,"$ 22,794",Q178,2018
4180,TL RS Mandated Speech Shared,"$ 90,166",Q178,2018
4181,TL Salary Subsidy 2019,"$ 35,597",Q178,2018
4182,TL SBST Shared,"$ 81,724",Q178,2018
4183,TL Strong Schools Strong Communities,"$ 16,000",Q178,2018
4184,TL Summer in the City Shared,"$ 3,119",Q178,2018
4185,TL Translation Services,$ 918,Q178,2018
4186,TL Vision for School Improvement,"$ 19,097",Q178,2018
4187,Universal PreK Quality Full-Day,"$ 205,776",Q178,2018
4188,4K for All,"$ 490,130",Q173,2022
4189,ARPA Academic Recovery,"$ 194,920",Q173,2022
4190,ARPA Academic Recovery AP Summer Rising,"$ 17,990",Q173,2022
4191,ARPA Academic Recovery Arts,"$ 48,730",Q173,2022
4192,ARPA Academic Recovery CBO Support Summer Rising,"$ 197,563",Q173,2022
4193,ARPA Academic Recovery NYSITELL Testing Admin,"$ 8,461",Q173,2022
4194,ARPA Academic Recovery Para Summer Rising,"$ 26,575",Q173,2022
4195,ARPA Academic Recovery Screeners,"$ 8,650",Q173,2022
4196,ARPA Academic Recovery SE After-School Instruction,"$ 61,030",Q173,2022
4197,ARPA Academic Recovery SE Counseling,"$ 3,638",Q173,2022
4198,ARPA Academic Recovery SE Intervention Training,"$ 2,624",Q173,2022
4199,ARPA Academic Recovery SE Planning Prep,"$ 6,317",Q173,2022
4200,ARPA Academic Recovery SE RS Related Services,"$ 30,973",Q173,2022
4201,ARPA Academic Recovery SE Support Summer Rising,"$ 12,541",Q173,2022
4202,ARPA Academic Recovery Social Worker,"$ 154,225",Q173,2022
4203,ARPA Academic Recovery Summer Rising,"$ 93,920",Q173,2022
4204,ARPA Election Day Remote Planning,"$ 1,597",Q173,2022
4205,ARPA LA Initial Register Relief,"$ 84,837",Q173,2022
4206,ARPA School COVID Planning Expansion,"$ 22,987",Q173,2022
4207,ARPA Vaccine Policy Coverage,"$ 2,412",Q173,2022
4208,Contract for Excellence FY 09,"$ 72,852",Q173,2022
4209,CRRSA Computer Maintenance,$ 688,Q173,2022
4210,CRRSA CRSE Arts Studio,$ 963,Q173,2022
4211,CRRSA Home Language Libraries,"$ 3,095",Q173,2022
4212,CRRSA Restoration Arts Studio,"$ 2,442",Q173,2022
4213,CRRSA Situation Room,"$ 6,833",Q173,2022
4214,High Need Support for Title I STH,"$ 1,762",Q173,2022
4215,IDEA RS IEP Para,"$ 144,693",Q173,2022
4216,School Support Supplement,"$ 199,966",Q173,2022
4217,Title I STH for Non Title I Schools,"$ 16,420",Q173,2022
4218,Title IIA Supplemental,"$ 38,619",Q173,2022
4219,Title III LEP,"$ 13,116",Q173,2022
4220,Title III Summer Rising ML Support,"$ 23,514",Q173,2022
4221,Title III Translation Services,"$ 4,364",Q173,2022
4222,Title IV Fall Reopening Planning Grant,"$ 9,936",Q173,2022
4223,Title IV Safe Healthy Counseling Summer Rising,"$ 7,782",Q173,2022
4224,Title IV Well Rounded ELA Math Support,"$ 6,590",Q173,2022
4225,TL 09 C4E ICT,"$ 92,406",Q173,2022
4226,TL CB School Staff,"$ 116,731",Q173,2022
4227,TL Computer Maintenance,"$ 3,343",Q173,2022
4228,TL CRRSA FSF Floor Raise,"$ 184,581",Q173,2022
4229,TL CRRSA Surplus Rollover,"$ 30,372",Q173,2022
4230,TL ELA/Math Student Support,"$ 19,078",Q173,2022
4231,TL Fair Student Funding,"$ 5,785,824",Q173,2022
4232,TL FSF Floor Raise,"$ 312,702",Q173,2022
4233,TL FSF Post-IEP Support,"$ 1,014",Q173,2022
4234,TL Implicit Bias Awareness,"$ 14,097",Q173,2022
4235,TL Itinerant Staff Shared,"$ 13,377",Q173,2022
4236,TL MOSL,"$ 1,700",Q173,2022
4237,TL NYSTL Hardware,"$ 10,729",Q173,2022
4238,TL NYSTL Library Books,"$ 5,315",Q173,2022
4239,TL NYSTL Software,"$ 5,033",Q173,2022
4240,TL Parent Coordinator,"$ 55,723",Q173,2022
4241,TL Parent Coordinator OTPS,$ 500,Q173,2022
4242,TL Permanent Placement 2022,"$ 209,767",Q173,2022
4243,TL Permanent Placement Incentive,"$ 101,490",Q173,2022
4244,TL RS IEP Para,"$ 279,927",Q173,2022
4245,TL RS IEP Teacher,"$ 101,490",Q173,2022
4246,TL RS Mandated Counseling Shared,"$ 94,519",Q173,2022
4247,TL RS Mandated Speech Shared,"$ 309,249",Q173,2022
4248,TL RS Occupational Therapist PS Shared,"$ 81,110",Q173,2022
4249,TL RS Speech Sixth Period Coverage,"$ 13,441",Q173,2022
4250,TL Sabbaticals,"$ 157,019",Q173,2022
4251,TL SBST Shared,"$ 153,065",Q173,2022
4252,TL School to School Summer Rising Transfers Shared,"$ 79,890",Q173,2022
4253,TL Section 504,"$ 123,541",Q173,2022
4254,TL Situation Room,"$ 3,106",Q173,2022
4255,TL Student Club Advisor PS,"$ 4,250",Q173,2022
4256,TL Student Club Initiative OTPS,"$ 4,600",Q173,2022
4257,TL Summer Rising Shared,"$ 3,594",Q173,2022
4258,TL Summer Rising Support Shared,"$ 2,927",Q173,2022
4259,TL Translation Services,"$ 1,651",Q173,2022
4260,4K for All,"$ 460,464",Q173,2021
4261,Contract for Excellence FY 09,"$ 72,852",Q173,2021
4262,High Need Support for Title I STH,"$ 1,951",Q173,2021
4263,IDEA RS IEP Para,"$ 42,207",Q173,2021
4264,School Support Supplement,"$ 195,381",Q173,2021
4265,Self Sustaining 11,"$ 8,956",Q173,2021
4266,Title I STH for Non Title I Schools,"$ 18,623",Q173,2021
4267,Title I STH for Non Title I Schools Carry Over,"$ 2,351",Q173,2021
4268,Title IIA Supplemental,"$ 45,930",Q173,2021
4269,Title III Immigrant,"$ 8,547",Q173,2021
4270,Title III Immigrant Carryover,"$ 8,560",Q173,2021
4271,Title III LEP,"$ 12,366",Q173,2021
4272,Title III Translation Services,"$ 4,336",Q173,2021
4273,Title IV Summer Rising Reopening Planning,"$ 4,222",Q173,2021
4274,Title IV Well Rounded ELA Math Support,"$ 6,715",Q173,2021
4275,TL 09 C4E ICT,"$ 92,406",Q173,2021
4276,TL Arts Studio,"$ 1,120",Q173,2021
4277,TL CB School Staff,"$ 15,363",Q173,2021
4278,TL Computer Maintenance,"$ 3,358",Q173,2021
4279,TL Covid MY Register Loss Restoration,"$ 84,837",Q173,2021
4280,TL CRRSA COVID MYA Register Loss Restoration,"$ 254,511",Q173,2021
4281,TL CRRSA COVID Teacher Support,"$ 178,793",Q173,2021
4282,TL ELA/Math Student Support,"$ 18,799",Q173,2021
4283,TL Fair Student Funding,"$ 5,519,206",Q173,2021
4284,TL HEW School Wellness Council,"$ 2,500",Q173,2021
4285,TL Implicit Bias Awareness,"$ 2,823",Q173,2021
4286,TL Instructional Leadership Framework,"$ 24,568",Q173,2021
4287,TL NYSTL Hardware,"$ 9,936",Q173,2021
4288,TL NYSTL Library Books,"$ 5,713",Q173,2021
4289,TL NYSTL Software,"$ 9,163",Q173,2021
4290,TL NYSTL Textbooks,"$ 25,760",Q173,2021
4291,TL Parent Coordinator,"$ 55,723",Q173,2021
4292,TL Parent Coordinator OTPS,$ 500,Q173,2021
4293,TL Periodic Assessment,"$ 1,700",Q173,2021
4294,TL Permanent Placement Incentive,"$ 94,825",Q173,2021
4295,TL Physical Education Initiative - Cohort 2,"$ 31,292",Q173,2021
4296,TL RS IEP Para,"$ 293,432",Q173,2021
4297,TL RS IEP Teacher,"$ 94,825",Q173,2021
4298,TL RS Mandated Counseling Shared,"$ 69,479",Q173,2021
4299,TL RS Mandated Speech Shared,"$ 396,436",Q173,2021
4300,TL RS Occupational Therapist PS Shared,"$ 78,516",Q173,2021
4301,TL SBST Shared,"$ 147,505",Q173,2021
4302,TL School COVID Planning Supplement,"$ 8,536",Q173,2021
4303,TL Section 504,"$ 78,590",Q173,2021
4304,TL Summer in the City Shared,"$ 8,959",Q173,2021
4305,TL Terminal and Paid Leaves,"$ 63,224",Q173,2021
4306,TL Translation Services,"$ 1,640",Q173,2021
4307,4K for All,"$ 445,380",Q173,2020
4308,Contract for Excellence FY 09,"$ 72,852",Q173,2020
4309,FY20 NYS Senate Grant-in-Aid (08669),"$ 10,000",Q173,2020
4310,High Need Support for Title I STH,"$ 1,711",Q173,2020
4311,IDEA RS IEP Para,"$ 61,696",Q173,2020
4312,School Support Supplement,"$ 189,086",Q173,2020
4313,Self Sustaining 11,"$ 11,044",Q173,2020
4314,Title I STH for Non Title I Schools,"$ 17,534",Q173,2020
4315,Title IIA Supplemental,"$ 49,917",Q173,2020
4316,Title III Immigrant,"$ 8,217",Q173,2020
4317,Title III LEP,"$ 13,774",Q173,2020
4318,Title III Translation Services,"$ 4,345",Q173,2020
4319,TL 09 C4E CTT,"$ 92,406",Q173,2020
4320,TL Arts Studio,$ 951,Q173,2020
4321,TL CB School Staff,"$ 15,096",Q173,2020
4322,TL Computer Maintenance,"$ 3,358",Q173,2020
4323,TL Continuous Improvement,"$ 16,000",Q173,2020
4324,TL E&E Algebra for All,"$ 1,699",Q173,2020
4325,TL E&E Universal Literacy,"$ 21,777",Q173,2020
4326,TL ELA/Math Student Support,"$ 10,918",Q173,2020
4327,TL Fair Student Funding,"$ 5,666,652",Q173,2020
4328,TL Instructional Leadership Framework,"$ 20,891",Q173,2020
4329,TL Long Term Absence,"$ 13,389",Q173,2020
4330,TL MOSL,"$ 1,700",Q173,2020
4331,TL NYSTL Hardware,"$ 9,308",Q173,2020
4332,TL NYSTL Library Books,"$ 5,707",Q173,2020
4333,TL NYSTL Software,"$ 9,206",Q173,2020
4334,TL NYSTL Textbooks,"$ 8,133",Q173,2020
4335,TL Parent Coordinator,"$ 55,204",Q173,2020
4336,TL Parent Coordinator OTPS,$ 500,Q173,2020
4337,TL Permanent Placement Incentive,"$ 48,664",Q173,2020
4338,TL Physical Education Initiative - Cohort 2,"$ 59,877",Q173,2020
4339,TL Potential Mid Year Adj to be Repaid,"$ 6,427",Q173,2020
4340,TL RS IEP Para,"$ 115,903",Q173,2020
4341,TL RS IEP Teacher,"$ 90,723",Q173,2020
4342,TL RS Mandated Counseling Shared,"$ 55,836",Q173,2020
4343,TL RS Mandated Speech Shared,"$ 334,004",Q173,2020
4344,TL RS Occupational Therapist PS Shared,"$ 77,181",Q173,2020
4345,TL SBST Shared,"$ 147,026",Q173,2020
4346,TL Section 504,"$ 149,117",Q173,2020
4347,TL Summer in the City Shared,"$ 10,452",Q173,2020
4348,TL Talented and Gifted,$ 379,Q173,2020
4349,TL Translation Services,"$ 1,282",Q173,2020
4350,4K for All,"$ 431,956",Q173,2019
4351,Contract for Excellence FY 09,"$ 72,852",Q173,2019
4352,IDEA RS IEP Para,"$ 52,445",Q173,2019
4353,Private Grant 30,"$ 40,000",Q173,2019
4354,Rollover Private Grant 30,"$ 4,749",Q173,2019
4355,School Support Supplement,"$ 171,034",Q173,2019
4356,Self Sustaining 17,"$ 35,000",Q173,2019
4357,Self Sustaining 21,"$ 38,000",Q173,2019
4358,Sequester Aid IDEA RS IEP Paras,"$ 6,192",Q173,2019
4359,Sequester Aid Title I STH for Non-Title I Schools,"$ 1,169",Q173,2019
4360,Sequester/2010 Census Title IIA,"$ 15,724",Q173,2019
4361,Title I STH for Non Title I Schools,"$ 11,476",Q173,2019
4362,Title IIA Supplemental,"$ 42,753",Q173,2019
4363,Title III LEP,"$ 14,798",Q173,2019
4364,Title III Translation Services,"$ 3,753",Q173,2019
4365,TL 09 C4E CTT,"$ 92,406",Q173,2019
4366,TL Arts Studio,"$ 1,700",Q173,2019
4367,TL CB Per Session Per Diem Prep,"$ 1,687",Q173,2019
4368,TL CB School Staff,"$ 11,336",Q173,2019
4369,TL CB School Staff PK,"$ 3,967",Q173,2019
4370,TL CB School Staff Related Services,"$ 3,398",Q173,2019
4371,TL Computer Maintenance,"$ 4,474",Q173,2019
4372,TL Core Curriculum Support,"$ 2,145",Q173,2019
4373,TL ELA/Math Student Support,"$ 13,986",Q173,2019
4374,TL Fair Student Funding,"$ 5,537,443",Q173,2019
4375,TL FSF Legacy Teacher Supplement,"$ 12,924",Q173,2019
4376,TL GE CB School Staff,"$ 56,782",Q173,2019
4377,TL MOSL,"$ 1,700",Q173,2019
4378,TL NYSTL Hardware,"$ 1,868",Q173,2019
4379,TL NYSTL Library Books,"$ 5,682",Q173,2019
4380,TL NYSTL Software,"$ 1,867",Q173,2019
4381,TL Parent Coordinator,"$ 51,873",Q173,2019
4382,TL Parent Coordinator OTPS,$ 500,Q173,2019
4383,TL Physical Education Initiative - Cohort 2,"$ 88,660",Q173,2019
4384,TL Physical Education Initiative Support,$ 740,Q173,2019
4385,TL RS IEP Para,"$ 178,890",Q173,2019
4386,TL RS IEP Teacher,"$ 88,660",Q173,2019
4387,TL RS Mandated Counseling Shared,"$ 38,741",Q173,2019
4388,TL RS Mandated Speech Shared,"$ 323,984",Q173,2019
4389,TL RS Occupational Therapist PS Shared,"$ 75,145",Q173,2019
4390,TL SBST Shared,"$ 141,183",Q173,2019
4391,TL SE CB School Staff,"$ 23,033",Q173,2019
4392,TL Section 504,"$ 107,907",Q173,2019
4393,TL Strong Schools Strong Communities,"$ 16,000",Q173,2019
4394,TL Student Club Initiative OTPS,"$ 2,000",Q173,2019
4395,TL Summer in the City Shared,"$ 8,839",Q173,2019
4396,TL Talented and Gifted,$ 370,Q173,2019
4397,TL Temporary Shortfall Per Session-OTPS,"$ 14,354",Q173,2019
4398,TL Temporary Shortfall Support Staff,"$ 27,289",Q173,2019
4399,TL Translation Services,"$ 1,108",Q173,2019
4400,TL Vision for School Improvement,"$ 24,888",Q173,2019
4401,Contract for Excellence FY 09,"$ 49,273",Q173,2018
4402,IDEA RS IEP Para,"$ 55,153",Q173,2018
4403,IDEA SBST Shared,"$ 71,638",Q173,2018
4404,Pre-K,"$ 209,202",Q173,2018
4405,Private Grant 30,"$ 66,751",Q173,2018
4406,Private Grant 39,"$ 18,000",Q173,2018
4407,Rollover SLP Leg Grant 02 62302,"$ 1,000",Q173,2018
4408,Rollover SM 66 Brothers Keeper D26,"$ 2,000",Q173,2018
4409,School Support Supplement,"$ 161,046",Q173,2018
4410,Sequester Aid IDEA RS IEP Paras,"$ 5,894",Q173,2018
4411,Sequester Aid Title I STH for Non-Title I Schools,$ 968,Q173,2018
4412,Sequester/2010 Census Title IIA,"$ 16,244",Q173,2018
4413,SLP Leg Grant 02,"$ 5,000",Q173,2018
4414,Title I STH for Non Title I Schools,"$ 9,175",Q173,2018
4415,Title IIA Supplemental,"$ 59,067",Q173,2018
4416,Title III Immigrant,"$ 4,490",Q173,2018
4417,Title III LEP,"$ 12,494",Q173,2018
4418,Title III Translation Services,"$ 4,086",Q173,2018
4419,TL 09 C4E CTT,"$ 92,406",Q173,2018
4420,TL Arts Studio,"$ 2,330",Q173,2018
4421,TL CB School Staff,"$ 10,074",Q173,2018
4422,TL Computer Maintenance,"$ 2,183",Q173,2018
4423,TL Core Curriculum Support,"$ 1,716",Q173,2018
4424,TL Deferred Program Planning Initiative,"$ 50,682",Q173,2018
4425,TL ELA/Math Student Support,"$ 11,273",Q173,2018
4426,TL Fair Student Funding,"$ 5,172,017",Q173,2018
4427,TL FSF Legacy Teacher Supplement,"$ 6,418",Q173,2018
4428,TL MOSL,"$ 1,700",Q173,2018
4429,TL NYSTL Library Books,"$ 5,590",Q173,2018
4430,TL NYSTL Textbooks,"$ 24,003",Q173,2018
4431,TL Parent Coordinator,"$ 51,873",Q173,2018
4432,TL Parent Coordinator OTPS,$ 500,Q173,2018
4433,TL RS IEP Para,"$ 202,870",Q173,2018
4434,TL RS IEP Teacher,"$ 86,157",Q173,2018
4435,TL RS Mandated Counseling Shared,"$ 40,789",Q173,2018
4436,TL RS Mandated Speech Shared,"$ 270,498",Q173,2018
4437,TL RS Occupational Therapist PS Shared,"$ 72,148",Q173,2018
4438,TL SBST Shared,"$ 84,893",Q173,2018
4439,TL Section 504,"$ 55,385",Q173,2018
4440,TL Strong Schools Strong Communities,"$ 16,000",Q173,2018
4441,TL Summer in the City Shared,"$ 10,369",Q173,2018
4442,TL Talented and Gifted,$ 882,Q173,2018
4443,TL Terminal and Paid Leaves,"$ 10,745",Q173,2018
4444,TL Translation Services,"$ 1,206",Q173,2018
4445,TL Vision for School Improvement,"$ 24,888",Q173,2018
4446,Universal PreK Quality Full-Day,"$ 205,776",Q173,2018
4447,ARPA Academic Recovery,"$ 178,372",Q172,2022
4448,ARPA Academic Recovery AP Summer Rising,"$ 35,980",Q172,2022
4449,ARPA Academic Recovery Arts,"$ 44,593",Q172,2022
4450,ARPA Academic Recovery CBO Support Summer Rising,"$ 147,449",Q172,2022
4451,ARPA Academic Recovery NYSITELL Testing Admin,"$ 6,991",Q172,2022
4452,ARPA Academic Recovery Para Summer Rising,"$ 3,382",Q172,2022
4453,ARPA Academic Recovery Screeners,"$ 8,930",Q172,2022
4454,ARPA Academic Recovery SE After-School Instruction,"$ 74,318",Q172,2022
4455,ARPA Academic Recovery SE Counseling,"$ 4,582",Q172,2022
4456,ARPA Academic Recovery SE Intervention Training,"$ 2,363",Q172,2022
4457,ARPA Academic Recovery SE Planning Prep,"$ 7,692",Q172,2022
4458,ARPA Academic Recovery SE RS Related Services,"$ 14,442",Q172,2022
4459,ARPA Academic Recovery SE Support Summer Rising,"$ 31,915",Q172,2022
4460,ARPA Academic Recovery Social Worker,"$ 154,225",Q172,2022
4461,ARPA Academic Recovery Summer Rising,"$ 29,422",Q172,2022
4462,ARPA Election Day Remote Planning,"$ 3,194",Q172,2022
4463,ARPA LA Initial Register Relief,"$ 67,466",Q172,2022
4464,ARPA LA MYA Register Relief,"$ 472,214",Q172,2022
4465,ARPA School COVID Planning Expansion,"$ 24,272",Q172,2022
4466,ARPA Vaccine Policy Coverage,"$ 58,592",Q172,2022
4467,Contract for Excellence FY 09,"$ 105,821",Q172,2022
4468,CRRSA Computer Maintenance,"$ 1,425",Q172,2022
4469,CRRSA CRSE Arts Studio,"$ 1,606",Q172,2022
4470,CRRSA Restoration Arts Studio,"$ 4,069",Q172,2022
4471,CRRSA School Wellness,"$ 3,608",Q172,2022
4472,CRRSA SHSAT,$ 524,Q172,2022
4473,CRRSA Situation Room,"$ 5,467",Q172,2022
4474,High Need Support for Title I STH,"$ 1,694",Q172,2022
4475,IDEA RS IEP Para,"$ 18,839",Q172,2022
4476,OASAS County Initiative Prevention,"$ 10,000",Q172,2022
4477,OASAS Sub Abuse,"$ 79,913",Q172,2022
4478,OASAS Sub Abuse OTPS,"$ 1,500",Q172,2022
4479,Private PTA Grant 04,"$ 3,324",Q172,2022
4480,Private PTA Grant 05,"$ 5,000",Q172,2022
4481,Title I STH for Non Title I Schools,"$ 15,789",Q172,2022
4482,Title III LEP,"$ 12,000",Q172,2022
4483,Title III Summer Rising ML Support,"$ 7,839",Q172,2022
4484,Title III Translation Services,"$ 4,681",Q172,2022
