,allocation_category,amount,location_code,fiscal_year
3015,TL NYSTL Textbooks,"$ 6,008",M197,2020
3016,TL One-Time Allocations,"$ 3,500",M197,2020
3017,TL Parent Coordinator,"$ 49,560",M197,2020
3018,TL Parent Coordinator OTPS,$ 500,M197,2020
3019,TL Permanent Placement Incentive,"$ 94,428",M197,2020
3020,TL RS IEP Para,"$ 369,798",M197,2020
3021,TL RS IEP Teacher,"$ 94,428",M197,2020
3022,TL RS Mandated Counseling Shared,"$ 66,224",M197,2020
3023,TL RS Mandated Speech Shared,"$ 193,386",M197,2020
3024,TL RS Occupational Therapist PS Shared,"$ 72,319",M197,2020
3025,TL RS Physical Therapist PS Shared,"$ 77,748",M197,2020
3026,TL SBST Shared,"$ 33,060",M197,2020
3027,TL Summer in the City Shared,"$ 5,264",M197,2020
3028,TL Temporary Shortfall Per Diem,"$ 40,000",M197,2020
3029,TL Temporary Shortfall Per Session-OTPS,"$ 48,000",M197,2020
3030,TL Temporary Shortfall Support Staff,"$ 38,197",M197,2020
3031,TL Temporary Shortfall Teachers,"$ 286,211",M197,2020
3032,TL Terminal and Paid Leaves,"$ 16,884",M197,2020
3033,TL Translation Services,"$ 1,011",M197,2020
3034,3K for All,"$ 298,054",M197,2019
3035,4K for All,"$ 666,603",M197,2019
3036,AIDP Attendance Shared,"$ 138,934",M197,2019
3037,AIDP STH School and Site Based Shared,"$ 64,488",M197,2019
3038,Contract for Excellence FY 09,"$ 148,423",M197,2019
3039,IDEA RS IEP Para,"$ 122,642",M197,2019
3040,IDEA SBST Shared,"$ 140,158",M197,2019
3041,OASAS Sub Abuse,"$ 83,059",M197,2019
3042,OASAS Sub Abuse OTPS,$ 500,M197,2019
3043,School Support Supplement,"$ 320,729",M197,2019
3044,Sequester Aid IDEA RS IEP Paras,"$ 13,103",M197,2019
3045,Sequester/2010 Census Title I SWP,"$ 8,906",M197,2019
3046,Sequester/2010 Census Title IIA,"$ 29,169",M197,2019
3047,Title I SWP,"$ 207,446",M197,2019
3048,Title I SWP Parent and Family Engagement,"$ 2,095",M197,2019
3049,Title I SWP Translation Services,"$ 1,730",M197,2019
3050,Title IIA Supplemental,"$ 79,053",M197,2019
3051,Title IV Community Coordinator,"$ 83,277",M197,2019
3052,Title IV Well Rounded,"$ 94,690",M197,2019
3053,TL 09 C4E CTT,"$ 21,324",M197,2019
3054,TL Bridging the Gap,"$ 99,227",M197,2019
3055,TL CB Per Session Per Diem Prep,$ 534,M197,2019
3056,TL CB School Staff,"$ 27,571",M197,2019
3057,TL CB School Staff PK,"$ 8,906",M197,2019
3058,TL CB School Staff Related Services,"$ 1,952",M197,2019
3059,TL Computer Maintenance,"$ 3,063",M197,2019
3060,TL Core Curriculum Support,"$ 1,001",M197,2019
3061,TL E&E Algebra for All,"$ 12,500",M197,2019
3062,TL ELA/Math Student Support,"$ 15,492",M197,2019
3063,TL Fair Student Funding,"$ 2,004,592",M197,2019
3064,TL FSF Floor Raise,"$ 45,459",M197,2019
3065,TL GE CB School Staff,"$ 30,593",M197,2019
3066,TL MOSL,"$ 1,500",M197,2019
3067,TL NYSTL Library Books,"$ 1,794",M197,2019
3068,TL Parent Coordinator,"$ 46,569",M197,2019
3069,TL Parent Coordinator OTPS,$ 500,M197,2019
3070,TL RS IEP Para,"$ 312,833",M197,2019
3071,TL RS IEP Teacher,"$ 91,665",M197,2019
3072,TL RS Mandated Counseling Shared,"$ 62,486",M197,2019
3073,TL RS Mandated Speech Shared,"$ 187,274",M197,2019
3074,TL RS Physical Therapist PS Shared,"$ 75,864",M197,2019
3075,TL Sabbaticals,"$ 27,003",M197,2019
3076,TL SBST Shared,"$ 31,591",M197,2019
3077,TL School Incentive 2019,"$ 22,917",M197,2019
3078,TL SE CB School Staff,"$ 22,233",M197,2019
3079,TL Strong Schools Strong Communities,"$ 16,000",M197,2019
3080,TL Summer in the City Shared,"$ 1,526",M197,2019
3081,TL Temporary Shortfall Teachers,"$ 351,041",M197,2019
3082,TL Translation Services,"$ 1,016",M197,2019
3083,TL Vision for School Improvement,"$ 19,097",M197,2019
3084,AIDP Attendance Shared,"$ 130,303",M197,2018
3085,AIDP STH School and Site Based Shared,"$ 61,480",M197,2018
3086,Contract for Excellence FY 09,"$ 161,858",M197,2018
3087,IDEA RS IEP Para,"$ 159,106",M197,2018
3088,IDEA SBST Shared,"$ 71,638",M197,2018
3089,OASAS Sub Abuse,"$ 82,483",M197,2018
3090,OASAS Sub Abuse OTPS,$ 500,M197,2018
3091,Pre-K,"$ 154,516",M197,2018
3092,Pre-K Plus,"$ 175,000",M197,2018
3093,School Support Supplement,"$ 311,457",M197,2018
3094,Sequester Aid IDEA RS IEP Paras,"$ 17,678",M197,2018
3095,Sequester/2010 Census Title I SWP,"$ 8,344",M197,2018
3096,Sequester/2010 Census Title IIA,"$ 29,742",M197,2018
3097,Title I 1003a Summer,"$ 16,979",M197,2018
3098,Title I SWP,"$ 194,382",M197,2018
3099,Title I SWP Parent Involvement,"$ 1,963",M197,2018
3100,Title I SWP Translation Services,"$ 1,820",M197,2018
3101,Title IIA Supplemental,"$ 109,218",M197,2018
3102,TL 09 C4E CTT,"$ 21,324",M197,2018
3103,TL Bridging the Gap,"$ 95,255",M197,2018
3104,TL CB School Staff,"$ 38,093",M197,2018
3105,TL Computer Maintenance,"$ 3,148",M197,2018
3106,TL Core Curriculum Support,$ 715,M197,2018
3107,TL E&E Universal Literacy,"$ 15,174",M197,2018
3108,TL ELA/Math Student Support,"$ 15,208",M197,2018
3109,TL Fair Student Funding,"$ 2,052,105",M197,2018
3110,TL MOSL,"$ 1,500",M197,2018
3111,TL NYSTL Library Books,"$ 1,777",M197,2018
3112,TL NYSTL Textbooks,"$ 9,379",M197,2018
3113,TL Parent Coordinator,"$ 46,569",M197,2018
3114,TL Parent Coordinator OTPS,$ 500,M197,2018
3115,TL RS IEP Para,"$ 394,939",M197,2018
3116,TL RS IEP Teacher,"$ 88,609",M197,2018
3117,TL RS Mandated Counseling Shared,"$ 61,184",M197,2018
3118,TL RS Mandated Speech Shared,"$ 180,332",M197,2018
3119,TL RS Physical Therapist PS Shared,"$ 72,692",M197,2018
3120,TL SBST Shared,"$ 74,811",M197,2018
3121,TL School Incentive 2019B,"$ 44,305",M197,2018
3122,TL Strong Schools Strong Communities,"$ 16,000",M197,2018
3123,TL Temporary Shortfall Teachers,"$ 172,605",M197,2018
3124,TL Translation Services,"$ 1,068",M197,2018
3125,TL Vision for School Improvement,"$ 19,097",M197,2018
3126,Universal PreK Quality Full-Day,"$ 205,776",M197,2018
3127,Universal PreK Quality Full-Day Plus,"$ 102,888",M197,2018
3128,4K for All,"$ 222,912",M194,2022
3129,AIDP STH School and Site Based Shared,"$ 70,913",M194,2022
3130,ARPA Academic Recovery,"$ 79,694",M194,2022
3131,ARPA Academic Recovery AP Summer Rising,"$ 35,980",M194,2022
3132,ARPA Academic Recovery Arts,"$ 19,924",M194,2022
3133,ARPA Academic Recovery Arts Summer Rising,"$ 25,000",M194,2022
3134,ARPA Academic Recovery CBO Support Summer Rising,"$ 14,152",M194,2022
3135,ARPA Academic Recovery Para Summer Rising,"$ 4,737",M194,2022
3136,ARPA Academic Recovery SE After-School Instruction,"$ 21,656",M194,2022
3137,ARPA Academic Recovery SE Counseling,"$ 2,762",M194,2022
3138,ARPA Academic Recovery SE Intervention Training,"$ 2,624",M194,2022
3139,ARPA Academic Recovery SE Planning Prep,"$ 2,242",M194,2022
3140,ARPA Academic Recovery SE RS Related Services,"$ 19,836",M194,2022
3141,ARPA Academic Recovery SE Support Summer Rising,"$ 10,954",M194,2022
3142,ARPA Academic Recovery Social Worker,"$ 154,225",M194,2022
3143,ARPA Academic Recovery Summer Rising,"$ 11,495",M194,2022
3144,ARPA Election Day Remote Planning,"$ 1,597",M194,2022
3145,ARPA LA Initial Register Relief,"$ 23,812",M194,2022
3146,ARPA LA MYA Register Relief,"$ 4,836",M194,2022
3147,ARPA School COVID Planning Expansion,"$ 10,227",M194,2022
3148,Contract for Excellence FY 09,"$ 110,348",M194,2022
3149,CRRSA Computer Maintenance,"$ 1,456",M194,2022
3150,CRRSA Family Leadership,"$ 19,908",M194,2022
3151,CRRSA Situation Room,"$ 2,733",M194,2022
3152,Funds Pub Schl 307 - Unrestricted School Support,$ 181,M194,2022
3153,High Need Support for Title I,"$ 5,141",M194,2022
3154,High Need Support for Title I STH,"$ 1,768",M194,2022
3155,IDEA RS IEP Para,"$ 24,410",M194,2022
3156,Private Grant 99 Energy Demand,"$ 4,950",M194,2022
3157,Rollover Smart Schools Bond Act,"$ 8,057",M194,2022
3158,School Support Supplement,"$ 251,576",M194,2022
3159,Title I 1003a TSI/CSI OTPS,"$ 7,015",M194,2022
3160,Title I 1003a TSI/CSI PS,"$ 28,059",M194,2022
3161,Title I CSI Participatory Budgeting,"$ 2,000",M194,2022
3162,Title I SWP,"$ 124,182",M194,2022
3163,Title I SWP Carry Over,"$ 16,257",M194,2022
3164,Title I SWP Carry Over Parent and Family Engage,$ 616,M194,2022
3165,Title I SWP Parent and Family Engagement,"$ 1,242",M194,2022
3166,Title I SWP STH,"$ 42,712",M194,2022
3167,Title I SWP Translation Services,"$ 1,512",M194,2022
3168,Title IIA Supplemental,"$ 48,735",M194,2022
3169,Title III LEP,"$ 12,000",M194,2022
3170,Title IV Fall Reopening Planning Grant,"$ 4,552",M194,2022
3171,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179",M194,2022
3172,Title IV Well Rounded ELA Math Support,"$ 4,246",M194,2022
3173,TL 09 C4E ICT,"$ 35,541",M194,2022
3174,TL CB School Staff,"$ 55,769",M194,2022
3175,TL Computer Maintenance,"$ 7,077",M194,2022
3176,TL Continuous Improvement Receivership HS,"$ 54,133",M194,2022
3177,TL CRRSA COVID MYA Register Relief,"$ 1,364",M194,2022
3178,TL ELA/Math Student Support,"$ 12,293",M194,2022
3179,TL Fair Student Funding,"$ 1,499,449",M194,2022
3180,TL Imagine Schools,"$ 20,714",M194,2022
3181,TL Imagine Schools Per Session,"$ 5,636",M194,2022
3182,TL MOSL,"$ 1,500",M194,2022
3183,TL NYSTL Hardware,"$ 1,723",M194,2022
3184,TL NYSTL Library Books,"$ 1,008",M194,2022
3185,TL NYSTL Software,"$ 1,584",M194,2022
3186,TL NYSTL Textbooks,"$ 3,235",M194,2022
3187,TL Parent Coordinator,"$ 52,307",M194,2022
3188,TL Parent Coordinator OTPS,$ 500,M194,2022
3189,TL Permanent Placement Incentive,"$ 88,485",M194,2022
3190,TL RS IEP Para,"$ 66,976",M194,2022
3191,TL RS IEP Teacher,"$ 88,485",M194,2022
3192,TL RS Mandated Counseling Shared,"$ 50,683",M194,2022
3193,TL RS Mandated Speech Shared,"$ 103,083",M194,2022
3194,TL RS Occupational Therapist PS Shared,"$ 81,110",M194,2022
3195,TL Situation Room,"$ 2,541",M194,2022
3196,TL Summer Rising Shared,"$ 7,205",M194,2022
3197,TL Summer Rising Support Shared,"$ 2,927",M194,2022
3198,TL Translation Services,"$ 1,060",M194,2022
3199,4K for All,"$ 209,434",M194,2021
3200,AIDP STH School and Site Based Shared,"$ 65,815",M194,2021
3201,Contract for Excellence FY 09,"$ 110,348",M194,2021
3202,Funds Pub Schl 12 - Clinical Teacher Prep,"$ 2,570",M194,2021
3203,Funds Pub Schl 374 - Better Com. Schl Grant,"$ 29,250",M194,2021
3204,High Need Support for Title I,"$ 5,891",M194,2021
3205,IDEA RS IEP Para,"$ 42,207",M194,2021
3206,Rollover Title I 1003a TSI/CSI OTPS,"$ 9,204",M194,2021
3207,Rollover Title I 1003a TSI/CSI PS,"$ 22,372",M194,2021
3208,School Support Supplement,"$ 240,469",M194,2021
3209,Smart Schools Bond Act,"$ 8,057",M194,2021
3210,Title I 1003a TSI/CSI OTPS,"$ 12,963",M194,2021
3211,Title I 1003a TSI/CSI PS,"$ 51,854",M194,2021
3212,Title I CSI Participatory Budgeting,"$ 2,000",M194,2021
3213,Title I STH,"$ 5,700",M194,2021
3214,Title I STH Carry Over,"$ 5,700",M194,2021
3215,Title I SWP,"$ 147,055",M194,2021
3216,Title I SWP Carry Over,"$ 14,452",M194,2021
3217,Title I SWP Parent and Family Engagement,"$ 2,078",M194,2021
3218,Title I SWP Summer in the City,"$ 2,003",M194,2021
3219,Title I SWP Translation Services,"$ 1,494",M194,2021
3220,Title IIA Supplemental,"$ 57,961",M194,2021
3221,Title III LEP,"$ 12,366",M194,2021
3222,Title IV Summer Rising Reopening Planning,"$ 1,875",M194,2021
3223,Title IV Well Rounded ELA Math Support,"$ 4,877",M194,2021
3224,TL 09 C4E ICT,"$ 35,541",M194,2021
3225,TL Arts Studio,$ 560,M194,2021
3226,TL CB School Staff,"$ 20,966",M194,2021
3227,TL Computer Maintenance,"$ 11,546",M194,2021
3228,TL Continuous Improvement Receivership,"$ 62,253",M194,2021
3229,TL Covid MY Register Loss Restoration,"$ 23,813",M194,2021
3230,TL CRRSA COVID MYA Register Loss Restoration,"$ 71,439",M194,2021
3231,TL CRRSA COVID Teacher Support,"$ 66,843",M194,2021
3232,TL ELA/Math Student Support,"$ 13,654",M194,2021
3233,TL Fair Student Funding,"$ 1,609,810",M194,2021
3234,TL Implicit Bias Awareness,$ 994,M194,2021
3235,TL Instructional Leadership Framework,"$ 18,938",M194,2021
3236,TL Long Term Absence,"$ 4,859",M194,2021
3237,TL NYSTL Hardware,"$ 1,430",M194,2021
3238,TL NYSTL Library Books,"$ 1,037",M194,2021
3239,TL NYSTL Software,"$ 1,663",M194,2021
3240,TL NYSTL Textbooks,"$ 1,997",M194,2021
3241,TL Parent Coordinator,"$ 52,307",M194,2021
3242,TL Parent Coordinator OTPS,$ 500,M194,2021
3243,TL Periodic Assessment,"$ 1,500",M194,2021
3244,TL Permanent Placement Incentive,"$ 82,581",M194,2021
3245,TL RS IEP Para,"$ 52,541",M194,2021
3246,TL RS IEP Teacher,"$ 82,581",M194,2021
3247,TL RS Mandated Counseling Shared,"$ 43,261",M194,2021
3248,TL RS Mandated Speech Shared,"$ 99,109",M194,2021
3249,TL Sabbaticals,"$ 63,859",M194,2021
3250,TL School COVID Planning Supplement,"$ 3,781",M194,2021
3251,TL Summer in the City Shared,$ 49,M194,2021
3252,TL Translation Services,"$ 1,046",M194,2021
3253,4K for All,"$ 217,665",M194,2020
3254,AIDP Family Worker Per Session,"$ 1,072",M194,2020
3255,AIDP STH School and Site Based Shared,"$ 66,245",M194,2020
3256,Contract for Excellence FY 09,"$ 110,348",M194,2020
3257,High Need Support for Title I,"$ 6,173",M194,2020
3258,School Support Supplement,"$ 239,851",M194,2020
3259,Title I 1003 TSI/CSI Planning OTPS,"$ 13,914",M194,2020
3260,Title I 1003 TSI/CSI Planning PS,"$ 9,007",M194,2020
3261,Title I 1003a Summer,"$ 12,600",M194,2020
3262,Title I 1003a TSI/CSI PS,"$ 5,240",M194,2020
3263,Title I SWP,"$ 150,650",M194,2020
3264,Title I SWP Parent and Family Engagement,"$ 1,522",M194,2020
3265,Title I SWP Summer in the City,"$ 32,674",M194,2020
3266,Title I SWP Teacher Leadership,"$ 38,902",M194,2020
3267,Title I SWP Translation Services,"$ 1,586",M194,2020
3268,Title IIA Supplemental,"$ 62,992",M194,2020
3269,Title III LEP,"$ 12,366",M194,2020
3270,Title IV Well Rounded,"$ 35,119",M194,2020
3271,TL 09 C4E CTT,"$ 35,541",M194,2020
3272,TL Arts Studio,$ 865,M194,2020
3273,TL CB School Staff,"$ 32,470",M194,2020
3274,TL Computer Maintenance,"$ 11,546",M194,2020
3275,TL Continuous Improvement,"$ 16,000",M194,2020
3276,TL Continuous Improvement Receivership,"$ 62,253",M194,2020
3277,TL E&E District Charter Collaborative,"$ 10,217",M194,2020
3278,TL ELA/Math Student Support,"$ 9,831",M194,2020
3279,TL Fair Student Funding,"$ 1,694,780",M194,2020
3280,TL Instructional Leadership Framework,"$ 19,097",M194,2020
3281,TL LEAP,"$ 2,274",M194,2020
3282,TL MOSL,"$ 1,500",M194,2020
3283,TL NYSTL Hardware,"$ 1,835",M194,2020
3284,TL NYSTL Library Books,"$ 1,125",M194,2020
3285,TL NYSTL Software,"$ 1,815",M194,2020
3286,TL NYSTL Textbooks,"$ 3,784",M194,2020
3287,TL Parent Coordinator,"$ 51,812",M194,2020
3288,TL Parent Coordinator OTPS,$ 500,M194,2020
3289,TL Permanent Placement Incentive,"$ 46,207",M194,2020
3290,TL RS IEP Para,"$ 114,591",M194,2020
3291,TL RS IEP Teacher,"$ 87,763",M194,2020
3292,TL RS Mandated Counseling Shared,"$ 54,538",M194,2020
3293,TL RS Mandated Speech Shared,"$ 96,693",M194,2020
3294,TL RS Occupational Therapist PS Shared,"$ 77,181",M194,2020
3295,TL Sabbaticals,"$ 31,905",M194,2020
3296,TL School to School Summer Transfers Shared,"$ 1,948",M194,2020
3297,TL Summer in the City Community Schools,"$ 17,270",M194,2020
3298,TL Summer in the City Shared,"$ 11,373",M194,2020
3299,TL Summer in the City Support Shared,"$ 4,161",M194,2020
3300,TL Temporary Shortfall Per Session-OTPS,"$ 125,400",M194,2020
3301,TL Temporary Shortfall Support Staff,"$ 37,500",M194,2020
3302,TL Temporary Shortfall Teachers,"$ 198,421",M194,2020
3303,TL Translation Services,$ 932,M194,2020
3304,4K for All,"$ 205,676",M194,2019
3305,AIDP STH School and Site Based Shared,"$ 64,846",M194,2019
3306,Contract for Excellence FY 09,"$ 95,207",M194,2019
3307,IDEA RS IEP Para,"$ 98,610",M194,2019
3308,School Support Supplement,"$ 219,999",M194,2019
3309,Sequester Aid IDEA RS IEP Paras,"$ 7,147",M194,2019
3310,Sequester/2010 Census Title I SWP,"$ 7,138",M194,2019
3311,Sequester/2010 Census Title IIA,"$ 17,853",M194,2019
3312,Title I 1003a Summer,"$ 16,979",M194,2019
3313,Title I Priority/Focus SWP,"$ 55,278",M194,2019
3314,Title I Priority/Focus SWP Parent Education,"$ 16,685",M194,2019
3315,Title I SWP,"$ 166,273",M194,2019
3316,Title I SWP Parent and Family Engagement,"$ 1,680",M194,2019
3317,Title I SWP Renewal School Teacher Leadership,"$ 38,893",M194,2019
3318,Title I SWP Translation Services,"$ 1,619",M194,2019
3319,Title IIA Supplemental,"$ 53,952",M194,2019
3320,Title III LEP,"$ 12,366",M194,2019
3321,TL 09 C4E CTT,"$ 35,541",M194,2019
3322,TL Arts Studio,$ 850,M194,2019
3323,TL CB Per Session Per Diem Prep,"$ 4,165",M194,2019
3324,TL CB School Staff,"$ 18,170",M194,2019
3325,TL CB School Staff PK,"$ 1,981",M194,2019
3326,TL CB School Staff Related Services,$ 822,M194,2019
3327,TL Computer Maintenance,"$ 12,675",M194,2019
3328,TL Core Curriculum Support,"$ 1,287",M194,2019
3329,TL ELA/Math Student Support,"$ 10,444",M194,2019
3330,TL Fair Student Funding,"$ 1,935,413",M194,2019
3331,TL GE CB School Staff,"$ 23,671",M194,2019
3332,TL MOSL,"$ 1,500",M194,2019
3333,TL NYSTL Library Books,"$ 1,371",M194,2019
3334,TL One-Time Allocations,"$ 3,500",M194,2019
3335,TL Parent Coordinator,"$ 48,636",M194,2019
3336,TL Parent Coordinator OTPS,$ 500,M194,2019
3337,TL Renewal ELT,"$ 164,728",M194,2019
3338,TL RS IEP Para,"$ 170,636",M194,2019
3339,TL RS IEP Teacher,"$ 82,590",M194,2019
3340,TL RS Mandated Counseling Shared,"$ 49,988",M194,2019
3341,TL RS Mandated Speech Shared,"$ 93,637",M194,2019
3342,TL RS Occupational Therapist PS Shared,"$ 75,145",M194,2019
3343,TL School Operational Support,"$ 12,164",M194,2019
3344,TL SE CB School Staff,"$ 12,157",M194,2019
3345,TL Strong Schools Strong Communities,"$ 16,000",M194,2019
3346,TL Summer in the City Community Schools,"$ 18,138",M194,2019
3347,TL Summer in the City Shared,"$ 2,420",M194,2019
3348,TL Summer in the City Support Shared,"$ 22,680",M194,2019
3349,TL Talented and Gifted,$ 185,M194,2019
3350,TL Temporary Shortfall Per Diem,"$ 5,000",M194,2019
3351,TL Temporary Shortfall Per Session-OTPS,"$ 68,000",M194,2019
3352,TL Translation Services,$ 951,M194,2019
3353,TL Vision for School Improvement,"$ 19,097",M194,2019
3354,AIDP STH School and Site Based Shared,"$ 61,822",M194,2018
3355,Contract for Excellence FY 09,"$ 95,207",M194,2018
3356,IDEA RS IEP Para,"$ 33,091",M194,2018
3357,Pre-K,"$ 89,408",M194,2018
3358,Private Grant 31,$ 326,M194,2018
3359,School Support Supplement,"$ 211,820",M194,2018
3360,Sequester Aid IDEA RS IEP Paras,"$ 3,536",M194,2018
3361,Sequester/2010 Census Title I SWP,"$ 5,926",M194,2018
3362,Sequester/2010 Census Title IIA,"$ 11,163",M194,2018
3363,Title I 1003a Summer,"$ 16,979",M194,2018
3364,Title I Priority/Focus SWP,"$ 40,192",M194,2018
3365,Title I Priority/Focus SWP Parent Education,"$ 11,201",M194,2018
3366,Title I Renewal School Teacher Leadership,"$ 38,566",M194,2018
3367,Title I SWP,"$ 138,051",M194,2018
3368,Title I SWP Parent Involvement,"$ 1,394",M194,2018
3369,Title I SWP Summer in the City,"$ 7,622",M194,2018
3370,Title I SWP Translation Services,"$ 1,605",M194,2018
3371,Title IIA Supplemental,"$ 74,539",M194,2018
3372,Title III Immigrant,"$ 2,272",M194,2018
3373,Title III LEP,"$ 12,366",M194,2018
3374,TL 09 C4E CTT,"$ 35,541",M194,2018
3375,TL Arts Studio,"$ 2,330",M194,2018
3376,TL CB School Staff,"$ 20,953",M194,2018
3377,TL Computer Maintenance,"$ 3,884",M194,2018
3378,TL Core Curriculum Support,$ 429,M194,2018
3379,TL E&E Universal Literacy,"$ 10,723",M194,2018
3380,TL ELA/Math Student Support,"$ 10,385",M194,2018
3381,TL Fair Student Funding,"$ 1,874,206",M194,2018
3382,TL MOSL,"$ 1,500",M194,2018
3383,TL NYSTL Library Books,"$ 1,095",M194,2018
3384,TL Parent Coordinator,"$ 48,636",M194,2018
3385,TL Parent Coordinator OTPS,$ 500,M194,2018
3386,TL Renewal ELA/Math Student Support,"$ 5,525",M194,2018
3387,TL Renewal ELT,"$ 126,603",M194,2018
3388,TL RS IEP Para,"$ 180,788",M194,2018
3389,TL RS IEP Teacher,"$ 77,129",M194,2018
3390,TL RS Mandated Counseling Shared,"$ 23,994",M194,2018
3391,TL RS Mandated Speech Shared,"$ 90,166",M194,2018
3392,TL Sabbaticals,"$ 27,283",M194,2018
3393,TL Strong Schools Strong Communities,"$ 16,000",M194,2018
3394,TL Summer in the City Community Schools,"$ 14,319",M194,2018
3395,TL Summer in the City Shared,"$ 1,028",M194,2018
3396,TL Summer in the City Support Shared,"$ 13,678",M194,2018
3397,TL Temporary Shortfall Per Diem,"$ 21,178",M194,2018
3398,TL Temporary Shortfall Per Session-OTPS,"$ 74,000",M194,2018
3399,TL Temporary Shortfall Teachers,"$ 46,277",M194,2018
3400,TL Time and Attendance,"$ 1,250",M194,2018
3401,TL Translation Services,$ 942,M194,2018
3402,TL Vision for School Improvement,"$ 19,097",M194,2018
3403,Universal PreK Quality Full-Day,"$ 102,888",M194,2018
3404,3K for All,"$ 196,970",M175,2022
3405,4K for All,"$ 459,950",M175,2022
3406,AIDP,"$ 29,792",M175,2022
3407,AIDP STH School and Site Based Shared,"$ 128,367",M175,2022
3408,ARPA Academic Recovery,"$ 120,474",M175,2022
3409,ARPA Academic Recovery AP Summer Rising,"$ 35,980",M175,2022
3410,ARPA Academic Recovery Arts,"$ 30,118",M175,2022
3411,ARPA Academic Recovery Arts Summer Rising,"$ 25,000",M175,2022
3412,ARPA Academic Recovery Community Schools Expansion,"$ 46,986",M175,2022
3413,ARPA Academic Recovery Para Summer Rising,"$ 6,487",M175,2022
3414,ARPA Academic Recovery SE After-School Instruction,"$ 24,117",M175,2022
3415,ARPA Academic Recovery SE Counseling,"$ 3,234",M175,2022
3416,ARPA Academic Recovery SE Intervention Training,"$ 2,624",M175,2022
3417,ARPA Academic Recovery SE Planning Prep,"$ 2,496",M175,2022
3418,ARPA Academic Recovery SE RS Related Services,"$ 17,052",M175,2022
3419,ARPA Academic Recovery SE Support Summer Rising,"$ 26,270",M175,2022
3420,ARPA Academic Recovery Summer Rising,"$ 31,612",M175,2022
3421,ARPA COVID Staffing Support,"$ 169,169",M175,2022
3422,ARPA Election Day Remote Planning,"$ 1,597",M175,2022
3423,ARPA LA Initial Register Relief,"$ 22,704",M175,2022
3424,ARPA LA MYA Register Relief,"$ 167,368",M175,2022
3425,ARPA Restorative Justice Action Teams,"$ 9,798",M175,2022
3426,ARPA School COVID Planning Expansion,"$ 12,900",M175,2022
3427,ARPA Vaccine Policy Coverage,"$ 2,017",M175,2022
3428,Contract for Excellence FY 09,"$ 105,878",M175,2022
3429,CRRSA 3K for All Expansion,"$ 262,979",M175,2022
3430,CRRSA Computer Maintenance,$ 282,M175,2022
3431,CRRSA CRSE Arts Studio,$ 642,M175,2022
3432,CRRSA Restoration Arts Studio,"$ 1,628",M175,2022
3433,CRRSA Situation Room,"$ 3,759",M175,2022
3434,Funds Pub Schl 355 - Carmell Hill,"$ 3,669",M175,2022
3435,High Need Support for Title I,"$ 7,630",M175,2022
3436,High Need Support for Title I STH,"$ 1,113",M175,2022
3437,IDEA SBST Shared,"$ 153,949",M175,2022
3438,Rollover Smart Schools Bond Act,"$ 12,828",M175,2022
3439,Rollover Title IV Community Coordinator,"$ 15,279",M175,2022
3440,School Support Supplement,"$ 247,289",M175,2022
3441,Title I SWP,"$ 184,295",M175,2022
3442,Title I SWP Carry Over,"$ 24,127",M175,2022
3443,Title I SWP Carry Over Parent and Family Engage,$ 915,M175,2022
3444,Title I SWP Parent and Family Engagement,"$ 1,843",M175,2022
3445,Title I SWP STH,"$ 26,893",M175,2022
3446,Title I SWP Translation Services,"$ 1,702",M175,2022
3447,Title IIA Supplemental,"$ 48,354",M175,2022
3448,Title III LEP,"$ 12,000",M175,2022
3449,Title III Summer Rising ML Support,"$ 7,839",M175,2022
3450,Title IV Community Coordinator,"$ 89,930",M175,2022
3451,Title IV Fall Reopening Planning Grant,"$ 5,688",M175,2022
3452,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179",M175,2022
3453,Title IV Well Rounded ELA Math Support,"$ 4,411",M175,2022
3454,TL Bridging the Gap,"$ 108,762",M175,2022
3455,TL CB School Staff,"$ 80,976",M175,2022
3456,TL Computer Maintenance,"$ 1,370",M175,2022
3457,TL CRRSA COVID MYA Register Relief,"$ 47,206",M175,2022
3458,TL CRRSA FSF Floor Raise,"$ 70,646",M175,2022
3459,TL CRRSA Surplus Rollover,"$ 18,144",M175,2022
3460,TL ELA/Math Student Support,"$ 12,769",M175,2022
3461,TL Fair Student Funding,"$ 1,894,317",M175,2022
3462,TL FSF Floor Raise,"$ 119,682",M175,2022
3463,TL FSF Post-IEP Support,$ 507,M175,2022
3464,TL Lead Coach Teacher,"$ 6,250",M175,2022
3465,TL MOSL,"$ 1,500",M175,2022
3466,TL NCSI After-School Tutoring,"$ 3,671",M175,2022
3467,TL NYSTL Hardware,"$ 2,696",M175,2022
3468,TL NYSTL Library Books,"$ 1,578",M175,2022
3469,TL NYSTL Software,"$ 2,480",M175,2022
3470,TL NYSTL Textbooks,"$ 14,629",M175,2022
3471,TL Parent Coordinator,"$ 38,235",M175,2022
3472,TL Parent Coordinator OTPS,$ 500,M175,2022
3473,TL RS IEP Para,"$ 41,003",M175,2022
3474,TL RS Mandated Counseling Shared,"$ 56,162",M175,2022
3475,TL RS Mandated Speech Shared,"$ 103,083",M175,2022
3476,TL RS Occupational Therapist PS Shared,"$ 9,895",M175,2022
3477,TL RS Physical Therapist PS Shared,"$ 81,663",M175,2022
3478,TL RS Speech Sixth Period Coverage,"$ 12,305",M175,2022
